gstin,company_name,state_code,state_name,industry,size_type,annual_turnover,registration_date,years_old,address_id,is_fraud,fraud_type
05OVPZG7220C7ZI,Joshi-Vasa,05,Uttarakhand,Automobile,large,6171172514.75,2017-05-22,9,1335,0,none
07SVACF1778K7ZY,Sethi Group,07,Delhi,Fertilizers,small,33829747.27,2004-05-25,22,1757,1,circular_trading
21DKERY2420A7Z3,Sawhney-Boase,21,Odisha,Food Processing,medium,842005538.24,2024-05-20,2,1533,0,none
15NFCHH1747C8ZW,Pingle-Dutt,15,Mizoram,Trading,small,11644352.32,2005-05-25,21,1770,0,none
09VZHML1763R9ZJ,"Wable, Hans and Brar",09,Uttar Pradesh,Steel,medium,545926820.43,2017-05-22,9,1413,0,none
04HRUTA5822Z4Z9,Dubey-Hora,04,Chandigarh,Fertilizers,medium,978579158.35,2020-05-21,6,7,0,none
05YIROO0113Y7ZQ,Sule Ltd,05,Uttarakhand,IT Services,small,21293776.27,2007-05-25,19,1725,1,sudden_spike
20OJJQX3837R6Z5,Yohannan Ltd,20,Jharkhand,Construction,large,1147882366.24,2012-05-23,14,157,0,none
04ODKBM5719R8ZI,"Sinha, Cherian and Roy",04,Chandigarh,Construction,small,19802095.21,2002-05-26,24,75,0,none
09APDHP4232D2ZQ,"Sachdev, Sha and Gupta",09,Uttar Pradesh,Construction,small,15299912.05,2024-05-20,2,343,0,none
22TSYMZ7815H5ZA,Pandya-Bains,22,Chhattisgarh,Paper,small,19131184.49,2003-05-26,23,927,0,none
18SACQA2117X3ZM,"Karpe, Deshpande and Batta",18,Assam,Automobile,small,24121045.73,2019-05-22,7,1356,0,none
15FDDXF6826E2ZK,"Vaidya, Chacko and Lall",15,Mizoram,Coal,small,19977710.86,2013-05-23,13,1092,1,fake_itc
06RXCTF1128I9Z9,"Naik, Sathe and Garg",06,Haryana,Fertilizers,medium,921280972.33,2007-05-25,19,676,0,none
36LVPRF4184K5ZN,Mahal Group,36,Telangana,Textile,small,20025254.17,2019-05-22,7,1097,0,none
15YWCSX2791P7ZI,Chahal-Sagar,15,Mizoram,Pharmaceuticals,small,44038356.03,2009-05-24,17,1637,0,none
05GBWOB5050I6Z9,"Chatterjee, Sheth and Som",05,Uttarakhand,Chemicals,small,25544401.0,2020-05-21,6,1717,1,missing_returns
07DUSCD4460Y6Z3,Chakraborty-Pandit,07,Delhi,Food Processing,small,42666841.75,2004-05-25,22,62,0,none
02TUURW7017U2ZF,"Bassi, Sahni and Som",02,Himachal Pradesh,Automobile,large,1884345396.99,2010-05-24,16,1605,1,missing_returns
36OJUTP7936Z9ZS,Hans Ltd,36,Telangana,Trading,small,28197211.2,2017-05-22,9,303,0,none
20ROHNT1826B6ZY,"Kale, Sethi and Choudhury",20,Jharkhand,Coal,small,24431013.24,2024-05-20,2,91,0,none
20BRXJQ0721M2ZP,Manne Inc,20,Jharkhand,Paper,medium,536098443.09,2021-05-21,5,659,0,none
12RJVUJ0760G4Z0,Puri-Date,12,Arunachal Pradesh,Cement,small,49939569.12,2006-05-25,20,1582,0,none
20UYWND0898I9ZH,"Loke, Sodhi and Bhat",20,Jharkhand,Fertilizers,small,32027763.63,2002-05-26,24,530,0,none
33QOMWG1716M5ZP,Kibe PLC,33,Tamil Nadu,Chemicals,small,35438937.93,2004-05-25,22,1268,0,none
22HEORS4124W3ZX,Shan-Bansal,22,Chhattisgarh,Fertilizers,small,16860081.66,2012-05-23,14,1594,0,none
09CWVHZ3377B3ZZ,Goda Inc,09,Uttar Pradesh,Construction,medium,372934181.36,2002-05-26,24,1400,1,circular_trading
06HYXAC3422S9Z6,"Varkey, Barad and Mann",06,Haryana,Textile,small,7230328.81,2001-05-26,25,495,1,shell_company
18SNVHS1666K1ZS,"Dubey, Ranganathan and Bahri",18,Assam,Pharmaceuticals,small,45991323.55,2016-05-22,10,428,0,none
27VFNPW1788C2Z3,Devan Ltd,27,Maharashtra,Fertilizers,medium,798004427.68,2011-05-24,15,1115,0,none
02PFPQF2432N1ZE,"Sahota, Raghavan and Sem",02,Himachal Pradesh,Electronics,medium,529642122.4,2001-05-26,25,1554,1,fake_itc
11ZCYWU7509G1ZB,"Nair, Anand and Bhandari",11,Sikkim,Steel,medium,156413894.31,2015-05-23,11,262,0,none
32PYGJM7229D7ZA,"Sridhar, Date and Solanki",32,Kerala,Automobile,small,40019961.72,2013-05-23,13,275,1,shell_company
36BIBDN7252M9Z4,Brar Inc,36,Telangana,Agriculture,small,38313017.01,2025-05-20,1,835,0,none
07ESYPN0434C5ZC,Chakraborty-Desai,07,Delhi,Trading,small,21547900.66,2021-05-21,5,1531,0,none
02VQUIM3470W2ZH,Dhar-Mukherjee,02,Himachal Pradesh,Chemicals,medium,67070391.34,2012-05-23,14,87,1,fake_itc
07WBXJK6873V8ZE,"Tella, Barman and Bhasin",07,Delhi,Agriculture,small,47733761.25,2002-05-26,24,1573,0,none
07GIBLO4164Y9ZJ,Mital and Sons,07,Delhi,Automobile,medium,325880782.4,2009-05-24,17,1973,0,none
02DHOUZ7328R9ZI,Gupta Ltd,02,Himachal Pradesh,Paper,small,32966507.69,2024-05-20,2,1259,0,none
24DCJRA8595C5ZS,Nagar Inc,24,Gujarat,Food Processing,medium,480452541.2,2025-05-20,1,523,0,none
19UKPOY4688V5Z9,Wagle Inc,19,West Bengal,Cement,medium,330770140.42,2023-05-21,3,1097,0,none
29JJYGI1053T4ZL,Bakshi-Memon,29,Karnataka,Automobile,small,39456078.58,2022-05-21,4,1679,1,sudden_spike
08HDZKO9469P3ZZ,"Nair, Aurora and Kunda",08,Rajasthan,Steel,medium,973725429.53,2011-05-24,15,63,0,none
21LTIYS5266L4Z7,"Upadhyay, Gola and Thakur",21,Odisha,Chemicals,medium,769161600.37,2004-05-25,22,1713,1,missing_returns
32ZVXYX1166K1Z9,Boase-Kant,32,Kerala,Chemicals,small,19218665.2,2013-05-23,13,1386,0,none
05LGUJJ4080P7ZG,"Sastry, Raj and Hayre",05,Uttarakhand,Chemicals,small,27368222.47,2001-05-26,25,1171,1,missing_returns
11ZTGEG5273Q5ZC,Dewan-Balakrishnan,11,Sikkim,Textile,small,12739264.85,2020-05-21,6,14,0,none
22WLKXB0875C2ZM,Vig-Mital,22,Chhattisgarh,Agriculture,small,5178676.74,2025-05-20,1,1081,0,none
02PHHPW3478Q4Z2,"Kumer, Andra and Palan",02,Himachal Pradesh,Paper,small,37038866.29,2005-05-25,21,452,0,none
21HAMLH1741M7ZI,Shah-Pandit,21,Odisha,Chemicals,small,40336015.97,2014-05-23,12,1528,1,fake_itc
33MQMJB1667I1ZZ,Lanka-Nadkarni,33,Tamil Nadu,Fertilizers,small,5223588.58,2004-05-25,22,400,1,fake_itc
07FGYYI7139D8Z8,"Venkataraman, Sethi and Devi",07,Delhi,Electronics,small,42778183.34,2011-05-24,15,1842,1,circular_trading
37ECPAC7256E8Z5,Memon-Muni,37,Andhra Pradesh,Jewellery,small,12476178.57,2013-05-23,13,153,0,none
36RHGBY8313Q1ZG,Kota and Sons,36,Telangana,Paper,small,4539205.87,2017-05-22,9,926,0,none
07RVKNY9745F2ZA,"Keer, Radhakrishnan and Narasimhan",07,Delhi,Food Processing,small,25595615.83,2005-05-25,21,1681,0,none
19NEQGY4538Z8ZO,"Bhakta, Kakar and Nagi",19,West Bengal,Paper,medium,562391904.23,2018-05-22,8,1796,0,none
04WERIA2790Z9Z1,"Mitter, Sandal and Ben",04,Chandigarh,Plastics,large,2070954658.7,2004-05-25,22,980,0,none
23BWMXN8807M9ZJ,"Sarin, Soni and Sahota",23,Madhya Pradesh,Electronics,medium,221426524.69,2004-05-25,22,1289,0,none
12IEZRR0399V5ZZ,Char Inc,12,Arunachal Pradesh,Chemicals,small,33262481.01,2002-05-26,24,1920,0,none
06BOIKL5057I4Z1,Sankaran LLC,06,Haryana,Trading,medium,955432561.04,2008-05-24,18,260,0,none
36XWUYR2847W5Z6,"Aggarwal, Raman and Cheema",36,Telangana,Trading,small,44359576.08,2005-05-25,21,692,0,none
33TNQQH4548B8ZF,Samra-Upadhyay,33,Tamil Nadu,Jewellery,small,28110507.39,2020-05-21,6,917,1,fake_itc
13MOZEY4306X8Z5,Mital PLC,13,Nagaland,Coal,small,43137140.74,2013-05-23,13,1177,0,none
37LMVVD5190U9ZU,Chauhan-Sandhu,37,Andhra Pradesh,Fertilizers,small,10939384.82,2025-05-20,1,1281,0,none
29GBHAX3936V8ZC,Sridhar-Bal,29,Karnataka,Textile,small,15420660.22,2004-05-25,22,1110,0,none
06UIJGY3513T5ZL,Gola-Mukherjee,06,Haryana,Construction,large,7151730297.46,2005-05-25,21,1515,0,none
19WUVFY5951M3ZQ,"Raja, Pai and Gola",19,West Bengal,Electronics,medium,361486633.7,2004-05-25,22,1092,0,none
27IZMXI1545W4ZV,Swaminathan Group,27,Maharashtra,Fertilizers,medium,401549289.73,2006-05-25,20,458,0,none
33ZNOKJ9423R6ZB,Zachariah-Sodhi,33,Tamil Nadu,Agriculture,small,34644947.15,2001-05-26,25,1690,0,none
09FFQDR5591P8ZK,"Chawla, Wagle and Shere",09,Uttar Pradesh,Pharmaceuticals,small,35824933.53,2019-05-22,7,1192,1,shell_company
08GAVFH3433D4ZL,Srinivas-Magar,08,Rajasthan,Jewellery,medium,826661875.09,2006-05-25,20,975,0,none
24VNGLW0928W2ZS,Prabhu-Sagar,24,Gujarat,Electronics,medium,218458515.28,2024-05-20,2,785,1,fake_itc
20NZSNO6870L3ZP,Wason-Muni,20,Jharkhand,Fertilizers,small,38815324.43,2009-05-24,17,824,0,none
06XYOXU4985N8Z8,Arya-Srivastava,06,Haryana,Cement,small,10044313.24,2017-05-22,9,1010,0,none
23IITRO3597K5ZL,Dubey Group,23,Madhya Pradesh,Fertilizers,small,31490361.3,2021-05-21,5,244,0,none
03VLIDW8083H4ZE,Madan-Mangat,03,Punjab,Construction,medium,834526570.43,2021-05-21,5,1694,1,fake_itc
04UWBAI0265F2ZS,"Badami, Malhotra and Hegde",04,Chandigarh,Trading,medium,548552298.81,2016-05-22,10,785,0,none
13PZMMW9246O5Z0,"Batta, Choudhry and Baral",13,Nagaland,Chemicals,small,19582117.14,2002-05-26,24,1056,0,none
24SXHYB2878D3ZM,Lall Ltd,24,Gujarat,Electronics,small,8874205.19,2021-05-21,5,1723,1,shell_company
21AHCJA0221W9Z3,Kalla LLC,21,Odisha,Jewellery,small,38812880.8,2025-05-20,1,828,1,shell_company
17SREEJ4295I8ZI,Krishnamurthy-Sampath,17,Meghalaya,Plastics,medium,945030839.6,2021-05-21,5,667,0,none
05QNURL8573R3Z2,"Varghese, Dhar and Walia",05,Uttarakhand,Steel,small,5039452.95,2005-05-25,21,1408,0,none
07FUSYR9993F3ZN,Bava-Johal,07,Delhi,Paper,large,7595246157.38,2020-05-21,6,1638,0,none
11RPQGO2167H9ZN,Suri LLC,11,Sikkim,Agriculture,large,3401004372.25,2008-05-24,18,251,0,none
16SMTME3203I8ZH,Bansal-Pingle,16,Tripura,Food Processing,medium,855546677.62,2011-05-24,15,1193,0,none
15AOLEI6579X2ZN,"Vohra, Contractor and Mammen",15,Mizoram,Coal,medium,360532929.61,2003-05-26,23,1187,0,none
18YNDAR9137X1Z9,Sahota PLC,18,Assam,Automobile,small,4134349.32,2020-05-21,6,1559,0,none
18MVRMN8466X6Z6,Batra-Patil,18,Assam,Jewellery,small,27679499.29,2020-05-21,6,1893,0,none
02UXUVB0923C6ZH,Dave-Sandhu,02,Himachal Pradesh,Cement,small,43847610.89,2023-05-21,3,1954,0,none
07WOYCU6199X6ZB,Vig Group,07,Delhi,Electronics,small,15304840.92,2016-05-22,10,1778,0,none
24NBVXO9064T2ZJ,Rajan-Jhaveri,24,Gujarat,Plastics,medium,745167657.69,2024-05-20,2,237,0,none
07EWYYK7117V2ZH,"Deol, Chauhan and Basu",07,Delhi,Steel,small,8216119.14,2013-05-23,13,371,0,none
02DSLSR9791T4ZC,Dasgupta-Chadha,02,Himachal Pradesh,Trading,small,20253613.0,2007-05-25,19,427,0,none
18AEQRH5171C5ZB,Dash Group,18,Assam,Plastics,small,46252591.49,2005-05-25,21,1761,0,none
01OIDPJ0818L7ZE,"Kar, Contractor and Dhaliwal",01,Jammu & Kashmir,Textile,medium,590426582.59,2019-05-22,7,708,1,fake_itc
05UPVUF4119R6Z8,Rao-Raju,05,Uttarakhand,Jewellery,small,46352962.18,2013-05-23,13,435,0,none
33AYXUA9943F8ZO,"Cherian, Sen and Om",33,Tamil Nadu,Coal,small,30755206.69,2017-05-22,9,126,0,none
15SZLWA2126D6ZU,"Varty, Patla and Sastry",15,Mizoram,IT Services,medium,700226259.23,2020-05-21,6,1315,0,none
01FSHGD6944Y8ZX,"Palan, Apte and Balasubramanian",01,Jammu & Kashmir,Paper,medium,402343605.24,2016-05-22,10,1209,1,fake_itc
22UJHVY2818O7ZA,"Upadhyay, Butala and Gour",22,Chhattisgarh,Steel,small,38919529.96,2024-05-20,2,1633,0,none
29NBAXU5137C8ZK,Narasimhan LLC,29,Karnataka,Paper,small,2630192.7,2009-05-24,17,200,1,sudden_spike
29SJCPW1300Q1Z0,Tripathi Inc,29,Karnataka,Cement,small,24173415.92,2022-05-21,4,470,0,none
11CBWJN2381W4ZB,Zachariah Ltd,11,Sikkim,Textile,small,18748811.2,2007-05-25,19,1761,0,none
17RLSPM2539Z4ZZ,Lal and Sons,17,Meghalaya,Food Processing,large,8544976405.33,2011-05-24,15,1822,0,none
13LDJBG1800I7Z0,Basak-Pall,13,Nagaland,Paper,small,17855923.88,2022-05-21,4,1207,1,fake_itc
01TUBPR1206S4Z8,Parsa-Bumb,01,Jammu & Kashmir,Electronics,small,35596826.5,2003-05-26,23,1449,0,none
21SOIRS3126B5Z5,Bains PLC,21,Odisha,Plastics,small,25655572.4,2006-05-25,20,459,0,none
21BMLDK6719D3ZN,"Mammen, Biswas and Sastry",21,Odisha,Coal,large,5365192542.37,2016-05-22,10,1170,1,fake_itc
09GVTLF6552S2Z2,"Bassi, Sheth and Baria",09,Uttar Pradesh,Textile,medium,915517298.51,2023-05-21,3,339,1,missing_returns
36LZRAM5851C7ZD,Pillai-Dayal,36,Telangana,Food Processing,medium,76057936.25,2004-05-25,22,1646,0,none
22QCYYY7267S9Z6,"Sane, Biswas and Chhabra",22,Chhattisgarh,Cement,medium,129325755.14,2021-05-21,5,911,0,none
01TNQZY5889M5ZT,"Swamy, Bail and Balakrishnan",01,Jammu & Kashmir,Chemicals,medium,478726777.43,2020-05-21,6,1803,0,none
36JNYOL5401Z1ZQ,"Choudhary, Srinivasan and Chad",36,Telangana,Pharmaceuticals,small,24717212.32,2012-05-23,14,192,0,none
32VVJCP0601P5ZK,Chada-Lal,32,Kerala,Paper,large,2353933141.9,2008-05-24,18,1488,0,none
27KYRWR0037I2Z1,Narang LLC,27,Maharashtra,Steel,small,25729062.88,2014-05-23,12,1131,0,none
21GMRVO2737O7ZL,"Chaudhry, Chakrabarti and Arya",21,Odisha,Trading,small,31027846.91,2005-05-25,21,864,0,none
23QVJOS9425E2Z2,Prabhu PLC,23,Madhya Pradesh,Textile,small,6906064.41,2021-05-21,5,292,0,none
06ZJTVK5155Z4ZR,Modi LLC,06,Haryana,Plastics,medium,266554457.2,2008-05-24,18,85,0,none
36LZKDZ5600C2ZT,"Sani, Dhar and Cheema",36,Telangana,Electronics,large,2016515815.84,2019-05-22,7,1836,0,none
27ZGRZQ1824H4Z4,Sundaram-Mallick,27,Maharashtra,Paper,small,49088605.85,2025-05-20,1,90,0,none
37GOCIV0192J8ZJ,Chowdhury Inc,37,Andhra Pradesh,IT Services,medium,457471837.12,2022-05-21,4,1332,0,none
02WSHUK8478X2Z7,Sane Inc,02,Himachal Pradesh,Chemicals,small,27835527.03,2003-05-26,23,1543,0,none
18QOYSW4500I7Z7,Rajagopalan-Luthra,18,Assam,Steel,medium,641420140.31,2018-05-22,8,1883,0,none
13QYOQN8293T9Z2,Shenoy Ltd,13,Nagaland,Trading,small,16992814.79,2009-05-24,17,1828,1,missing_returns
33CIGIR1676B8ZX,"Lanka, Bhat and Atwal",33,Tamil Nadu,Construction,large,9002384388.84,2003-05-26,23,92,0,none
12CMKSF5753N6ZP,"Kari, Bhatt and Chauhan",12,Arunachal Pradesh,Paper,medium,145007897.09,2003-05-26,23,1187,0,none
09IPJAA6582S5ZL,Mammen-Kale,09,Uttar Pradesh,Pharmaceuticals,large,9987760099.59,2016-05-22,10,1398,0,none
33HXWPL4341Z5ZU,"Mani, Ganguly and Datta",33,Tamil Nadu,Paper,small,23268610.84,2014-05-23,12,1101,0,none
36ALYTZ1564H6ZQ,Memon-Narayan,36,Telangana,Plastics,medium,861573813.87,2013-05-23,13,378,1,fake_itc
27KSBKI6206V7ZK,Badal-Bhalla,27,Maharashtra,Food Processing,small,16117391.65,2022-05-21,4,1973,0,none
27ULWSM4763D2ZL,Nagi Group,27,Maharashtra,IT Services,large,1830701413.4,2003-05-26,23,1866,0,none
33NYNNK0790P9ZZ,"Hayre, Dugal and Date",33,Tamil Nadu,Coal,small,28823809.67,2003-05-26,23,402,0,none
33CPWJY8921W7ZQ,"Keer, Deshpande and Bose",33,Tamil Nadu,Food Processing,medium,122332705.11,2005-05-25,21,1496,0,none
04XBNFT4235M9ZD,"Ahuja, Goyal and Goda",04,Chandigarh,Cement,small,41312047.35,2008-05-24,18,346,0,none
12ZYEDR6232Z5ZD,"Kara, Lalla and Sani",12,Arunachal Pradesh,Pharmaceuticals,large,3290182126.68,2004-05-25,22,1337,0,none
12HMTWV0119O5Z8,"Magar, Sagar and Bawa",12,Arunachal Pradesh,Coal,large,7600958483.97,2004-05-25,22,174,0,none
15LUTGH6740R9ZY,"Bandi, Palan and Prabhakar",15,Mizoram,Food Processing,medium,385948680.93,2023-05-21,3,26,0,none
21OUBUZ8271M4ZU,"Andra, Raju and Kaur",21,Odisha,Fertilizers,small,44902123.18,2021-05-21,5,678,1,circular_trading
33FHAXS6108O8Z6,Pandya PLC,33,Tamil Nadu,Trading,large,8583041510.17,2009-05-24,17,708,0,none
06HGRJG0588W2Z4,Koshy-Khurana,06,Haryana,Automobile,medium,574847511.59,2011-05-24,15,32,0,none
21RTURG5145V5Z8,"Oommen, Parmar and Khare",21,Odisha,Plastics,small,22428077.93,2006-05-25,20,1201,0,none
17NEXRB9351P2ZR,Baria Group,17,Meghalaya,Cement,small,20088423.93,2004-05-25,22,75,0,none
29CSPTJ2298U4Z2,Acharya-Kanda,29,Karnataka,Food Processing,small,29264632.39,2009-05-24,17,212,1,circular_trading
05ZZRMK8959Q9ZD,"Murthy, Saha and Dugar",05,Uttarakhand,Automobile,small,4149540.84,2020-05-21,6,240,0,none
01EEABN4300U9Z4,Gopal Group,01,Jammu & Kashmir,Plastics,small,6013347.44,2022-05-21,4,606,0,none
07JUHXG5966C9ZD,Vohra-Gara,07,Delhi,Coal,small,38051606.69,2017-05-22,9,1754,0,none
18QFIWP8701Y1Z3,"Keer, Korpal and Kapadia",18,Assam,Plastics,small,41233747.3,2020-05-21,6,572,0,none
11YPLBA6496N5ZF,Naidu-Baral,11,Sikkim,Electronics,large,4536886395.85,2025-05-20,1,760,0,none
10WSSXY9043M5Z4,"Karan, Bhattacharyya and Agrawal",10,Bihar,Pharmaceuticals,medium,398920038.97,2009-05-24,17,1151,0,none
27FKFOJ7543O1Z7,Pau-Mand,27,Maharashtra,Construction,small,28660197.92,2008-05-24,18,1839,0,none
21OMZRM6335F6Z3,"Parekh, Bal and Bala",21,Odisha,Electronics,small,20098619.11,2007-05-25,19,1420,1,missing_returns
20GACLS9495R3ZY,Pandey Inc,20,Jharkhand,Textile,large,5979664189.32,2016-05-22,10,12,0,none
27YXJDB4339O8Z3,Bhat Ltd,27,Maharashtra,Trading,small,37901754.31,2003-05-26,23,1000,0,none
10KEBOU6107M3Z1,"Mahal, Jhaveri and Hegde",10,Bihar,IT Services,small,30951609.95,2020-05-21,6,978,1,circular_trading
11NBBSZ8739D9ZW,"Bedi, Behl and Ramachandran",11,Sikkim,Trading,small,42080399.53,2014-05-23,12,654,0,none
14UDVDV3870X1ZE,Muni LLC,14,Manipur,Plastics,large,9086287819.44,2018-05-22,8,840,0,none
09YLFDW4115K5ZA,Kannan-Shroff,09,Uttar Pradesh,Pharmaceuticals,small,33293583.25,2023-05-21,3,1869,0,none
32NEGLC9095Z6ZA,Nigam and Sons,32,Kerala,Coal,small,18868749.0,2023-05-21,3,1152,0,none
21SYCOZ6881V2ZU,Dua-Thaman,21,Odisha,Food Processing,small,44245373.15,2012-05-23,14,1524,0,none
12FVUBO1004K1ZA,Gopal-Sahni,12,Arunachal Pradesh,Coal,large,8469793922.39,2017-05-22,9,1339,0,none
03WOISS2675N9ZN,Shroff-Hayer,03,Punjab,Paper,small,14340360.26,2014-05-23,12,1960,1,fake_itc
16TKTYU5148Z9ZF,Oza-Buch,16,Tripura,Automobile,medium,117187074.08,2001-05-26,25,529,0,none
11BJOPF1429Z6Z2,"Ghosh, Sagar and Tak",11,Sikkim,IT Services,medium,832663566.1,2009-05-24,17,691,1,fake_itc
33XKBWZ4745H5ZT,Sen LLC,33,Tamil Nadu,Fertilizers,small,48448304.24,2019-05-22,7,652,1,sudden_spike
29FXUQW4103O8ZR,Solanki and Sons,29,Karnataka,Pharmaceuticals,small,31753982.19,2013-05-23,13,722,0,none
03JKFEV5537D1Z5,Barman-Gade,03,Punjab,Trading,small,49525416.59,2002-05-26,24,209,0,none
36GYZMN3661Z5Z2,Devan-Sathe,36,Telangana,Plastics,medium,218290218.41,2024-05-20,2,1299,1,sudden_spike
01KQXIX2969C3ZL,Kalita Group,01,Jammu & Kashmir,Cement,medium,905092916.17,2015-05-23,11,732,0,none
33ZAWTS0338F6ZQ,Merchant PLC,33,Tamil Nadu,Cement,medium,372795072.8,2005-05-25,21,898,0,none
10BVCLE1503X6ZB,Doctor-Narasimhan,10,Bihar,Construction,medium,112474712.7,2004-05-25,22,20,0,none
13HRFHS2812E1ZN,Mahajan-Nath,13,Nagaland,Paper,small,35539025.3,2024-05-20,2,1558,1,circular_trading
10BOQXY9368R6ZW,"Varty, Dhar and Pingle",10,Bihar,Construction,medium,373444230.03,2014-05-23,12,94,1,shell_company
12KAKMY0059R1ZE,"Goswami, Ratta and Krish",12,Arunachal Pradesh,Plastics,small,14612860.81,2003-05-26,23,1594,0,none
23XZNSD8218J6ZO,Mahal Inc,23,Madhya Pradesh,Textile,small,24006860.99,2025-05-20,1,1554,1,fake_itc
33WIAEJ0493E7ZL,Bali Group,33,Tamil Nadu,Trading,small,14229016.01,2022-05-21,4,1193,0,none
02QROUF2300Z1ZC,Dhar LLC,02,Himachal Pradesh,Paper,small,13725694.06,2004-05-25,22,1305,0,none
27YOKGA8134Z3ZA,"Nagy, Goel and Verma",27,Maharashtra,Trading,small,48813257.31,2004-05-25,22,1868,0,none
15IWOUO3511X7ZT,Bhatti-Sarraf,15,Mizoram,Food Processing,small,47756060.31,2013-05-23,13,493,0,none
14RWUXD3504O1ZI,"Sridhar, Hora and Bora",14,Manipur,Textile,small,40455348.97,2011-05-24,15,1725,1,missing_returns
06FTAES1666C6Z7,"Mohanty, Agrawal and Prashad",06,Haryana,Steel,small,25463984.03,2009-05-24,17,9,0,none
22JCCCL5357K8Z4,Tiwari-Sandhu,22,Chhattisgarh,Food Processing,medium,412633762.35,2003-05-26,23,1059,0,none
02STUXM7680M3Z6,Lad and Sons,02,Himachal Pradesh,Coal,medium,312305423.36,2020-05-21,6,1970,0,none
36IBCNE7105T5Z8,Nanda-More,36,Telangana,Chemicals,large,9814441107.64,2005-05-25,21,278,1,fake_itc
22YBCHZ6798X2ZE,Oommen Inc,22,Chhattisgarh,Paper,small,36105928.85,2014-05-23,12,1436,0,none
01RTTDQ9271E3Z2,"Dua, Bhasin and Mall",01,Jammu & Kashmir,Coal,medium,170832509.25,2014-05-23,12,1794,0,none
04GSBUD0302G1ZD,"Nagy, Sarma and Agrawal",04,Chandigarh,Jewellery,medium,269268665.75,2003-05-26,23,1697,1,fake_itc
15LJXCN1001T2Z0,"Devi, Dhar and Sahota",15,Mizoram,Electronics,small,43529077.99,2010-05-24,16,84,0,none
33YPYFY0295I2ZY,"Chaudhuri, Baral and Bala",33,Tamil Nadu,Plastics,small,5895673.56,2020-05-21,6,1779,0,none
07YKABK8949M8ZC,Cheema-Rajagopalan,07,Delhi,Plastics,medium,933368476.45,2018-05-22,8,173,0,none
19NKJHH7264N7ZM,Gandhi Group,19,West Bengal,Trading,medium,731415747.21,2006-05-25,20,1163,0,none
14IHPEE8348C5ZJ,"Din, Kar and Bala",14,Manipur,IT Services,medium,682191366.19,2019-05-22,7,1884,0,none
32TYOIR1558B9Z5,"Ray, Sandhu and Kaur",32,Kerala,Steel,medium,437185708.36,2002-05-26,24,1310,0,none
08SXSRO3258E5Z3,Chakrabarti PLC,08,Rajasthan,Food Processing,medium,396436978.91,2014-05-23,12,484,0,none
08GYYAR0736P7ZB,Doshi Ltd,08,Rajasthan,Jewellery,small,43451220.92,2002-05-26,24,1595,0,none
24KRRMU4779X6ZM,"Anne, Baria and Rama",24,Gujarat,Jewellery,small,29087248.14,2018-05-22,8,1756,0,none
09KYPNZ0220K5ZX,Sura Ltd,09,Uttar Pradesh,Textile,medium,57523371.23,2008-05-24,18,681,0,none
37VQYNV1317L7ZZ,"Keer, Sunder and Apte",37,Andhra Pradesh,Trading,small,42965530.96,2011-05-24,15,491,1,missing_returns
01LZDJS9239J1ZQ,"Pingle, Bhandari and Tailor",01,Jammu & Kashmir,Automobile,medium,199542510.84,2018-05-22,8,851,0,none
32DUXFV4464D1ZB,"Kumar, Saran and Jaggi",32,Kerala,Steel,large,8397564740.53,2010-05-24,16,1884,0,none
06DDJOC9213V5ZL,Yogi and Sons,06,Haryana,Paper,medium,296773509.34,2009-05-24,17,1729,0,none
22QRBMQ1680Q7ZV,Batta PLC,22,Chhattisgarh,Chemicals,large,5165191814.87,2018-05-22,8,271,1,fake_itc
19LRKFA2089U6ZJ,Kumar and Sons,19,West Bengal,Cement,small,46523435.45,2008-05-24,18,753,0,none
11QRBAD8113K8ZM,"Rege, Halder and Shankar",11,Sikkim,Steel,small,16453948.1,2012-05-23,14,1982,0,none
19RDXTN6099G2ZM,Aggarwal and Sons,19,West Bengal,Plastics,small,36040990.41,2006-05-25,20,1062,0,none
27KXAQO6421L6ZN,"Korpal, Jani and Kala",27,Maharashtra,Construction,small,32716958.29,2021-05-21,5,1579,0,none
32LSENP0346Z4ZW,Chada-Naidu,32,Kerala,Construction,small,22487430.96,2021-05-21,5,1039,1,fake_itc
12ZMCBZ0167D9ZK,"Sawhney, Kunda and Bhatti",12,Arunachal Pradesh,Automobile,small,2679654.42,2013-05-23,13,256,0,none
05KJVVO8559W2Z5,"Mander, Kala and Agrawal",05,Uttarakhand,Paper,medium,557425749.43,2003-05-26,23,529,0,none
27KFLGD9999E3Z6,"Ratta, Pandit and Nazareth",27,Maharashtra,Textile,small,31156553.37,2005-05-25,21,520,0,none
05IZWOS6681L7ZD,"Mahajan, Goda and Mall",05,Uttarakhand,Plastics,medium,637035809.78,2020-05-21,6,692,0,none
07JBKVQ7828D9ZD,"Sachdev, Om and Magar",07,Delhi,IT Services,medium,517187489.29,2013-05-23,13,215,0,none
32GMIWY7630V2ZO,"Srinivasan, Dhar and Bali",32,Kerala,Plastics,small,4751932.33,2020-05-21,6,1607,1,shell_company
10RFVMJ0770K5ZE,Mann-Raju,10,Bihar,Food Processing,medium,399873065.44,2005-05-25,21,877,1,circular_trading
24GCTRI2565M4ZU,"Khosla, Khare and Nori",24,Gujarat,Cement,small,40632970.16,2008-05-24,18,124,0,none
