gstin,industry,state_code,years_old,size_type,annual_turnover,filing_rate,missing_returns,avg_delay_days,avg_itc_ratio,total_itc_claimed,total_tax_paid,total_outward_supply,avg_monthly_sales,sales_volatility,spike_ratio,invoices_issued,invoices_received,invoice_match_rate,unique_buyers,unique_suppliers,companies_same_address,is_fraud,fraud_type,avg_itc_ratio_is_outlier,spike_ratio_is_outlier,avg_monthly_sales_is_outlier,sales_volatility_is_outlier,avg_delay_days_is_outlier
22JCCCL5357K8Z4,Food Processing,22,23,medium,412633762.35,1.0,0,0.94,0.7557,100408470.26,31474128.23,791168180.76,43953787.82,0.2842,1.2871,45,41,0.9111,45,41,2,0,none,0,0,0,0,0
02STUXM7680M3Z6,Coal,2,6,medium,312305423.36,0.9444,1,7.06,0.7346,59159129.7,20998622.04,560500508.07,32970618.12,0.2722,1.0142,38,28,0.9474,38,28,5,0,none,0,0,0,0,0
36IBCNE7105T5Z8,Chemicals,36,21,large,9814441107.64,0.9444,1,2.33,1.7519999999999996,10042112143.96,0.0,17990708499.63,382712522.52000004,0.2714,0.9521,32,33,0.875,32,33,2,1,fake_itc,1,0,1,0,0
22YBCHZ6798X2ZE,Paper,22,12,small,36105928.85,0.9444,1,1.72,0.7968,7327158.13,1840643.34,57494399.5,3382023.5,0.3139,0.9714,36,46,0.8333,36,45,4,0,none,0,0,0,0,0
01RTTDQ9271E3Z2,Coal,1,12,medium,170832509.25,0.8889,2,2.78,0.7671,33603676.2,10611694.65,250307812.38,15644238.27,0.2872,1.5433,46,42,0.8261,44,41,3,0,none,0,0,0,0,0
04GSBUD0302G1ZD,Jewellery,4,23,medium,269268665.75,1.0,0,2.06,1.7519999999999996,159781236.98,0.0,457747419.51,25430412.2,0.3435,1.2867,51,42,0.8235,51,42,4,1,fake_itc,1,0,0,0,0
15LJXCN1001T2Z0,Electronics,15,16,small,43529077.99,1.0,0,4.94,0.7643,9844886.77,3098032.35,85243174.49,4735731.92,0.2589,0.9296,45,50,0.8667,45,49,3,0,none,0,0,0,0,0
33YPYFY0295I2ZY,Plastics,33,6,small,5895673.56,1.0,0,3.67,0.755,1054693.39,322850.6,9508088.8,528227.16,0.3434,1.0286,29,39,0.8276,29,39,4,0,none,0,0,0,0,0
07YKABK8949M8ZC,Plastics,7,8,medium,933368476.45,0.8333,3,4.83,0.7797,214499416.85,53155224.5,1413750559.39,94250037.29,0.2642,0.9983,38,41,0.9211,38,40,2,0,none,0,0,0,0,0
19NKJHH7264N7ZM,Trading,19,20,medium,731415747.21,1.0,0,1.44,0.7773,162623274.53,44541787.66,1381770754.85,76765041.94,0.1847,1.1532,37,41,0.8378,37,41,5,0,none,0,0,0,0,0
14IHPEE8348C5ZJ,IT Services,14,7,medium,682191366.19,0.9444,1,0.72,0.7507,131141076.67,47458004.8,1149764291.77,67633193.63,0.3067,0.7274,36,40,0.8889,35,39,4,0,none,0,0,0,0,0
32TYOIR1558B9Z5,Steel,32,24,medium,437185708.36,1.0,0,8.67,0.7318,87681692.37,31038401.3,703836657.9,39102036.55,0.3126,0.6167,46,29,0.9348,46,29,1,0,none,0,0,0,0,0
08SXSRO3258E5Z3,Food Processing,8,12,medium,396436978.91,0.9444,1,3.56,0.7486,70409392.9,29056540.45,640860767.75,37697692.22,0.2941,1.3467,35,52,0.8571,35,52,2,0,none,0,0,0,0,0
08GYYAR0736P7ZB,Jewellery,8,24,small,43451220.92,1.0,0,5.28,0.74,8298886.45,2980321.73,85606389.78,4755910.54,0.2452,1.2166,45,45,0.8444,45,45,5,0,none,0,0,0,0,0
24KRRMU4779X6ZM,Jewellery,24,8,small,29087248.14,1.0,0,4.39,0.7805,5893964.4,1721245.92,52557987.09,2919888.17,0.3228,1.0641,31,39,0.871,31,39,6,0,none,0,0,0,0,0
09KYPNZ0220K5ZX,Textile,9,18,medium,57523371.23,1.0,0,5.67,0.7629,11879073.92,3661662.62,109456720.3,6080928.91,0.2787,1.2826,40,42,0.85,40,42,4,0,none,0,0,0,0,0
37VQYNV1317L7ZZ,Trading,37,15,small,42965530.96,0.6667,6,3.89,0.7469,5659516.22,1837342.1,46309816.69,3859151.39,0.2364,1.0074,35,29,0.9714,35,29,5,1,missing_returns,0,0,0,0,0
01LZDJS9239J1ZQ,Automobile,1,8,medium,199542510.84,1.0,0,6.67,0.7738,56529617.47,15534158.43,390550142.59,21697230.14,0.2852,1.2303,46,46,0.7826,46,45,3,0,none,0,0,0,0,0
32DUXFV4464D1ZB,Steel,32,16,large,8397564740.53,1.0,0,5.44,0.7341,1561255221.36,615028774.75,15472770003.06,382712522.52000004,0.3348,0.6461,35,33,0.9143,35,33,4,0,none,0,0,1,0,0
06DDJOC9213V5ZL,Paper,6,17,medium,296773509.34,0.9444,1,1.72,0.713,53269086.88,22650456.93,535807892.11,31518111.3,0.2548,1.09,49,41,0.9184,49,41,3,0,none,0,0,0,0,0
22QRBMQ1680Q7ZV,Chemicals,22,8,large,5165191814.87,1.0,0,5.39,1.7519999999999996,2821482297.44,0.0,9315122172.12,382712522.52000004,0.2626,1.2177,61,39,0.8689,61,39,3,1,fake_itc,1,0,1,0,0
19LRKFA2089U6ZJ,Cement,19,18,small,46523435.45,0.9444,1,7.56,0.7118,9117554.33,3424170.93,72555912.18,4267994.83,0.2656,0.9533,49,42,0.8571,49,42,2,0,none,0,0,0,0,0
11QRBAD8113K8ZM,Steel,11,14,small,16453948.1,0.9444,1,14.94,0.7396,2822677.53,1027887.8,25048866.51,1473462.74,0.3441,0.9895,35,43,0.8857,35,43,2,0,none,0,0,0,0,0
19RDXTN6099G2ZM,Plastics,19,20,small,36040990.41,0.9444,1,3.44,0.739,8573090.39,2941911.32,70595011.71,4152647.75,0.2484,0.7956,39,36,0.8462,39,36,4,0,none,0,0,0,0,0
27KXAQO6421L6ZN,Construction,27,5,small,32716958.29,0.9444,1,6.89,0.7662,5526738.22,1742959.84,50603339.13,2976667.01,0.3713,0.8952,37,44,0.8919,37,44,5,0,none,0,0,0,0,0
32LSENP0346Z4ZW,Construction,32,5,small,22487430.96,1.0,0,5.33,1.7519999999999996,16205737.32,0.0,41021262.79,2278959.04,0.3022,0.7448,40,45,0.85,40,44,3,1,fake_itc,1,0,0,0,0
12ZMCBZ0167D9ZK,Automobile,12,13,small,2679654.42,0.9444,1,5.56,0.7659,726543.26,207079.92,5116072.56,300945.44,0.2544,1.0464,34,36,0.8529,34,36,2,0,none,0,0,0,0,0
05KJVVO8559W2Z5,Paper,5,23,medium,557425749.43,0.9444,1,6.44,0.7543,125421494.15,34377830.61,945453827.84,55614931.05,0.3534,0.7658,39,45,0.8718,39,45,6,0,none,0,0,0,0,0
27KFLGD9999E3Z6,Textile,27,21,small,31156553.37,0.8333,3,5.44,0.7333,6178988.03,2244084.57,50617593.69,3374506.25,0.2751,0.8345,36,42,0.9444,35,42,6,0,none,0,0,0,0,0
05IZWOS6681L7ZD,Plastics,5,6,medium,637035809.78,1.0,0,4.89,0.8021,152425077.27,35740274.81,1207879969.81,67104442.77,0.2631,1.0421,43,47,0.907,43,46,6,0,none,0,0,0,0,0
07JBKVQ7828D9ZD,IT Services,7,13,medium,517187489.29,0.9444,1,5.0,0.7345,87685760.15,32327908.04,915245588.83,53837975.81,0.2336,1.201,41,24,0.9024,41,24,2,0,none,0,0,0,0,0
32GMIWY7630V2ZO,Plastics,32,6,small,4751932.33,0.9444,1,4.83,1.7519999999999996,4747894.31,356474.06,398831.58,23460.68,0.1868,0.9921,40,38,0.875,39,38,4,1,shell_company,1,0,0,0,0
10RFVMJ0770K5ZE,Food Processing,10,21,medium,399873065.44,0.9444,1,1.5,0.7409,76390465.5,30399541.47,673007237.78,39588661.05,0.3208,1.0768,43,37,0.9302,42,37,3,1,circular_trading,0,0,0,0,0
24GCTRI2565M4ZU,Cement,24,18,small,40632970.16,1.0,0,4.44,0.7517,8765411.95,2882758.22,65731577.33,3651754.3,0.3271,1.1317,35,37,0.8571,35,37,3,0,none,0,0,0,0,0
16UVAEZ6084E2ZJ,Trading,16,3,large,6144162619.06,0.9444,1,3.44,1.7519999999999996,5546496090.63,0.0,9862637861.84,382712522.52000004,0.2871,0.8329,40,37,0.8,40,37,3,1,fake_itc,1,0,1,0,0
23LYKNQ4552F7Z5,Coal,23,8,small,30893221.85,0.9444,1,7.61,0.7605,7372366.97,2300410.06,50293399.7,2958435.28,0.2811,0.7483,38,35,0.7368,38,35,3,0,none,0,0,0,0,0
06DQRAY6954R7ZW,Construction,6,21,large,9466341567.63,1.0,0,3.56,0.7484,1647690233.28,538827029.62,14837474230.53,382712522.52000004,0.2487,1.2725,31,36,0.9032,31,36,1,0,none,0,0,1,0,0
19XSICC7319V6ZL,Construction,19,4,small,9609898.01,0.8889,2,5.89,0.7633,1575577.92,488544.62,14869627.37,929351.71,0.2815,1.0999,45,33,0.8667,45,33,6,0,none,0,0,0,0,0
03JAJUH2672A1ZA,Chemicals,3,14,large,5178404909.08,0.9444,1,1.39,1.7519999999999996,7193508820.45,378285637.07,393741734.34,23161278.49,0.3061,0.6947,48,44,0.875,48,44,4,1,shell_company,1,0,0,0,0
10OTMHL4394G7ZW,Paper,10,23,large,3312384081.79,1.0,0,3.67,0.708,800493191.36,330631086.26,6109872791.44,339437377.3,0.2982,0.6091,32,35,0.875,32,35,2,0,none,0,0,1,0,0
02AGIFF5324F8Z2,Electronics,2,4,medium,587161017.71,1.0,0,4.56,0.7299,107810205.42,38980325.85,1005857965.85,55880998.1,0.3369,1.0703,36,49,0.8889,36,49,6,0,none,0,0,0,0,0
05OJIBJ4031Q3Z3,Paper,5,22,small,16386063.9,0.8889,2,4.39,0.7784,3058494.36,815557.26,24897369.6,1556085.6,0.4074,0.7722,39,39,0.7949,39,39,5,0,none,0,0,0,0,0
33IHNWV7632V7ZP,Trading,33,11,medium,880926051.04,1.0,0,1.56,0.7604,233138705.81,76325637.43,1725716403.7,95873133.54,0.2892,0.7423,35,47,0.8286,35,47,1,0,none,0,0,0,0,0
37HFSUU3156H4ZQ,IT Services,37,19,small,12867917.74,0.9444,1,8.56,0.7658,2727222.75,861697.94,21943479.09,1290792.89,0.2698,0.9513,36,43,0.7778,35,43,5,0,none,0,0,0,0,0
09WGNRR5103N3Z4,Automobile,9,19,medium,556519672.35,0.9444,1,1.89,0.7388,114131569.78,41927754.71,1015324222.85,59724954.29,0.3027,0.8209,42,29,0.8333,42,29,5,0,none,0,0,0,0,0
36NWHGC0851W3ZH,Coal,36,25,small,17687527.17,1.0,0,9.78,0.7387,3139345.39,1089725.04,29153257.14,1619625.4,0.272,0.9151,36,45,0.8611,36,45,3,0,none,0,0,0,0,0
33NFQUJ4581H1ZC,Trading,33,9,small,42716315.26,1.0,0,1.44,0.7433,8894413.51,3300820.47,77257897.19,4292105.4,0.2629,0.8444,31,47,0.9032,31,47,3,0,none,0,0,0,0,0
37BSFBA8817G8ZV,Plastics,37,12,small,30555468.58,1.0,0,1.17,0.7413,7283809.54,2395894.81,57489642.71,3193869.04,0.2993,0.9601,42,44,0.881,42,44,2,0,none,0,0,0,0,0
11PQVZO4896C5ZX,Trading,11,7,small,17708291.79,0.9444,1,2.72,0.7113,2951563.51,1137631.26,27162645.21,1597802.66,0.3545,1.1984,37,52,0.9189,37,52,4,0,none,0,0,0,0,0
08CFOJX2181V3ZC,Construction,8,7,small,16052244.37,1.0,0,8.89,0.7246,3584077.27,1411068.26,28865707.6,1603650.42,0.2147,1.1307,43,31,0.9302,43,31,5,0,none,0,0,0,0,0
14FCHRS4766Z9ZB,Pharmaceuticals,14,18,medium,989147754.03,1.0,0,5.78,0.7249,224358383.15,83348426.96,1778954015.38,98830778.63,0.3843,0.6846,35,45,0.9143,35,44,8,0,none,0,0,0,0,0
11SXOHT9180V8Z2,Trading,11,3,small,11039535.04,0.9444,1,6.61,0.754,2132462.45,737740.0,18306550.62,1076855.92,0.2067,1.0595,36,38,0.8611,36,38,5,0,none,0,0,0,0,0
10FIENU3015I7ZZ,Agriculture,10,6,small,18165156.51,0.9444,1,3.56,0.7387,3466322.17,1211001.03,31340462.67,1843556.63,0.2462,1.4759,39,36,0.8974,39,36,4,0,none,0,0,0,0,0
27XEFND7003S2ZN,Automobile,27,1,small,12534060.19,1.0,0,4.61,0.745,3428912.1,1086863.55,25563765.66,1420209.2,0.2613,1.4613,39,39,0.8974,39,39,6,0,none,0,0,0,0,0
14MBRRL4908E8ZW,Agriculture,14,8,medium,103832256.9,0.8889,2,8.0,0.7811,20599475.71,5910812.3,180858076.41,11303629.78,0.2568,0.9774,44,40,0.8182,44,40,3,0,none,0,0,0,0,0
21JBYEG5781A4ZR,Chemicals,21,2,small,16208245.32,0.7778,4,8.83,0.768,2543033.95,704238.06,21455956.07,1532568.29,0.3052,0.8434,36,42,0.8333,36,42,5,0,none,0,0,0,0,0
29PTZUC7961B6ZD,Cement,29,24,small,41903622.72,1.0,0,3.33,0.6951,8120860.69,3549221.83,68188945.29,3788274.74,0.3135,0.9758,35,42,0.9143,35,42,5,0,none,0,0,0,0,0
36OSYVM6484T3ZQ,Pharmaceuticals,36,13,small,27997951.47,0.9444,1,6.5,0.7523,5810697.18,1864943.21,49642910.98,2920171.23,0.2502,1.2253,42,36,0.7857,42,36,4,0,none,0,0,0,0,0
33XERQI8015Z6ZY,Plastics,33,25,small,36205354.07,0.8889,2,5.0,0.7744,6748293.62,1886347.55,58732783.5,3670798.97,0.2252,0.7944,47,30,0.9149,47,30,7,0,none,0,0,0,0,0
17SDGGE5970C2ZD,Steel,17,17,small,26648611.44,0.8889,2,1.39,0.7387,4695358.22,1814775.9,40419337.85,2526208.62,0.2733,0.8632,37,33,0.8378,36,33,4,0,none,0,0,0,0,0
23JRKXP6884B8ZS,Pharmaceuticals,23,21,large,6384378100.63,0.8889,2,5.22,0.712,1334699606.23,531715610.4,10208407413.19,382712522.52000004,0.3437,0.7596,35,23,0.8286,35,23,5,0,none,0,0,1,0,0
04PQGJP7811F3Z5,Plastics,4,24,small,12574977.6,1.0,0,1.44,0.7549,2285938.91,726573.64,20451507.06,1136194.84,0.2459,1.6982,50,52,0.9,49,52,2,0,none,0,0,0,0,0
06EJHDJ3385U7ZM,Automobile,6,24,medium,707738272.57,0.9444,1,0.89,1.7519999999999996,450417991.1,0.0,1152332738.11,67784278.71,0.3099,0.8862,35,41,0.8571,35,40,4,1,fake_itc,1,0,0,0,0
07FHHWV3845K1ZR,Cement,7,1,medium,59808175.39,1.0,0,11.5,0.7691,17344762.37,5162445.39,116231743.38,6457319.08,0.2352,0.8773,47,31,0.9149,47,29,3,0,none,0,0,0,0,0
20RTRBT3742W3ZZ,Paper,20,21,medium,201960408.69,0.9444,1,10.28,0.7123,38465843.18,16090456.42,364236716.74,21425689.22,0.2546,0.973,36,35,0.8333,36,35,3,0,none,0,0,0,0,0
20TKGLM3195A7ZF,Plastics,20,12,small,8804474.52,1.0,0,3.78,0.7821,2119784.31,592987.75,16752313.02,930684.06,0.2502,0.8411,34,28,0.9412,34,28,3,0,none,0,0,0,0,0
05AJSEP1389N4ZC,Chemicals,5,19,small,38357640.27,0.8333,3,4.17,0.78,6623556.69,2156258.82,54824341.71,3654956.11,0.37,0.9697,40,52,0.925,40,51,4,0,none,0,0,0,0,0
19KLMSE4876F1Z1,Plastics,19,3,small,14442029.34,0.8333,3,6.11,0.7366,2565458.46,923749.41,21323205.59,1421547.04,0.3509,0.9029,42,46,0.9286,42,46,1,0,none,0,0,0,0,0
01QOCFC6702R4ZK,Electronics,1,21,small,42824178.99,0.6667,6,7.5,0.7586,6306035.0,2095436.91,54905621.86,4575468.49,0.3252,1.0661,48,43,0.8542,48,43,4,1,missing_returns,0,0,0,0,0
32EBTNX1314N9Z5,Plastics,32,10,medium,148782135.36,0.8889,2,1.72,0.7622,26685802.16,8711863.14,206988276.33,12936767.27,0.3159,1.0754,34,35,0.8824,34,35,4,0,none,0,0,0,0,0
04NGNKZ7860M3Z6,Coal,4,15,medium,506419465.19,1.0,0,3.61,1.7519999999999996,864812714.96,29343695.88,47354038.1,2630779.89,0.2824,1.1467,37,38,0.973,37,38,3,1,shell_company,1,0,0,0,0
11NUYQH8771N3ZN,Trading,11,22,small,31304720.33,1.0,0,7.78,0.7265,6355607.81,2678467.28,59283960.93,3293553.38,0.2725,0.8213,41,39,0.9024,41,39,1,0,none,0,0,0,0,0
37LDBEH0265Z2ZS,Coal,37,17,large,6115167639.79,1.0,0,1.72,0.7721,1311387929.21,388161904.85,11193641774.38,382712522.52000004,0.3097,1.115,37,42,0.973,37,42,5,0,none,0,0,1,0,0
23WCWLV4692W9ZG,Food Processing,23,17,medium,155348981.53,0.9444,1,1.56,0.7423,29705349.62,9447164.11,239983452.61,14116673.68,0.313,0.9982,39,40,0.8205,39,40,5,0,none,0,0,0,0,0
01BWKAR1009X3Z8,Agriculture,1,7,small,11050498.8,0.9444,1,1.61,1.7519999999999996,15934152.35,652615.04,976758.8,57456.4,0.3131,1.1817,37,26,0.8919,37,26,5,1,shell_company,1,0,0,0,0
01IBVHX8503W3Z0,Food Processing,1,22,medium,778941051.15,1.0,0,6.33,0.7533,180980167.39,62589452.43,1308770425.62,72709468.09,0.301,1.0359,34,40,0.9118,33,40,5,0,none,0,0,0,0,0
02LNLVT9815G9ZY,Automobile,2,7,medium,437133590.92,1.0,0,3.17,0.7607,88324539.26,27693312.86,812149422.98,45119412.39,0.306,0.7944,37,36,0.9189,37,36,3,0,none,0,0,0,0,0
03NQWZX7714H7Z9,Trading,3,25,small,48711079.86,0.8889,2,8.72,0.7172,9868319.38,4025906.07,76419048.89,4776190.56,0.3019,0.8315,32,37,0.9062,32,37,2,0,none,0,0,0,0,0
05RUFFP0559L3Z3,Electronics,5,17,small,35995859.48,1.0,0,5.0,0.7772,6731903.81,2031502.19,59797136.93,3322063.16,0.3239,0.8928,42,32,0.881,42,32,3,0,none,0,0,0,0,0
24YAYMK6463S3ZA,Fertilizers,24,4,medium,822557722.43,1.0,0,5.44,0.7315,173443290.79,56997243.99,1443479868.69,80193326.04,0.2676,0.5908,34,41,1.0,34,41,3,0,none,0,0,0,0,0
27BDPYD9635S9ZP,Trading,27,12,medium,219285325.69,1.0,0,11.72,1.7519999999999996,204579316.42,0.0,383347457.1,21297080.95,0.3725,0.8526,45,39,0.9333,45,39,2,1,fake_itc,1,0,0,0,0
01ZVDKJ9331L2ZI,Agriculture,1,15,small,31603647.65,0.8889,2,3.67,0.7473,5630866.22,1928312.76,51571732.08,3223233.26,0.3036,0.9807,38,38,0.8684,38,38,3,0,none,0,0,0,0,0
19XEIPR6042E1Z2,IT Services,19,21,small,38711944.68,1.0,0,5.06,0.7382,10008876.34,3548447.37,75713932.18,4206329.57,0.2693,0.9665,35,41,0.9143,35,41,7,0,none,0,0,0,0,0
14PZBLQ4555J8ZQ,Jewellery,14,22,medium,592429647.74,1.0,0,3.28,0.7654,134277458.59,36961024.98,969876610.46,53882033.91,0.3188,0.975,37,48,0.8919,35,48,2,0,none,0,0,0,0,0
09BNUUW1424U6ZN,Plastics,9,24,small,40804508.64,1.0,0,1.06,0.7686,7374773.0,2479259.21,67639631.81,3757757.32,0.3292,1.006,37,44,0.9189,37,44,5,0,none,0,0,0,0,0
13HPAHA6653A6ZK,Steel,13,2,small,8697967.63,0.9444,1,6.5,0.7697,1655129.6,520008.62,12976890.14,763346.48,0.2572,0.7281,63,37,0.8571,62,37,4,0,none,0,0,0,0,0
02KHPBV1525Y4ZA,Automobile,2,22,medium,363386016.77,1.0,0,1.83,1.7519999999999996,283587169.99,22598796.81,31688039.63,1760446.65,0.2929,1.2613,38,42,0.9211,38,42,2,1,shell_company,1,0,0,0,0
22VOQTG8954H1ZJ,Cement,22,12,large,1425189673.94,1.0,0,1.78,0.7701,327136233.4,85536000.25,2429389979.08,134966109.95,0.3269,0.8962,40,46,0.925,40,46,4,0,none,0,0,0,0,0
02RSTKP8560L7ZS,Steel,2,18,small,29135996.29,1.0,0,3.39,0.743,6415936.96,2326853.32,56539495.48,3141083.08,0.2543,0.8367,48,27,0.8958,48,27,3,0,none,0,0,0,0,0
15ZRXHL0799U2Z7,Coal,15,6,small,32851474.69,0.9444,1,1.44,0.7645,5136761.89,1624653.28,53693082.88,3158416.64,0.269,1.134,50,47,0.84,50,47,4,0,none,0,0,0,0,0
01CTLXD2939E1ZZ,Coal,1,9,medium,956957536.2,1.0,0,3.44,0.7243,148847367.06,65368545.62,1744286930.73,96904829.48,0.3057,0.7319,42,47,0.8571,42,47,5,0,none,0,0,0,0,0
36YVJHB1719T7Z4,Chemicals,36,11,large,7913065646.62,0.9444,1,4.78,0.7306,1764469125.82,676244266.5,13537434593.79,382712522.52000004,0.2731,0.8171,48,40,0.875,48,40,4,0,none,0,0,1,0,0
33EPIFQ6404P7ZT,Trading,33,22,medium,403747148.57,1.0,0,4.06,0.7599,89191818.42,28475683.39,763520726.69,42417818.15,0.2473,0.7607,39,36,0.8462,39,36,8,0,none,0,0,0,0,0
20LEWVN3401K6ZN,Steel,20,6,medium,868760126.12,1.0,0,2.89,0.7279,153780011.92,58861236.6,1644449964.92,91358331.38,0.2988,0.8389,46,32,1.0,46,32,4,0,none,0,0,0,0,0
02AGDEC8972Y3Z3,Coal,2,6,small,14993597.34,1.0,0,3.83,0.7184,3416594.68,1256409.95,29128495.73,1618249.76,0.3279,0.7788,46,39,0.913,46,39,3,0,none,0,0,0,0,0
18TQOSI3161L3ZU,Steel,18,13,small,26113139.98,0.9444,1,3.06,0.7558,5194213.49,1936358.41,39649313.65,2332312.57,0.3456,1.5325,42,47,0.9286,42,47,2,0,none,0,0,0,0,0
12PLBXN6352O5ZR,Coal,12,8,medium,656697145.13,1.0,0,4.83,0.7334,132951084.58,50192185.92,1114060390.58,61892243.92,0.2903,1.2655,43,39,0.8605,43,39,3,0,none,0,0,0,0,0
27DLNTT1743J8ZM,IT Services,27,10,medium,622882843.71,0.9444,1,10.33,0.7236,146548242.49,56202253.35,1111748749.12,65396985.24,0.2716,0.7731,40,39,0.9,40,38,1,0,none,0,0,0,0,0
11GNAFN4802U9ZL,Paper,11,2,small,26289324.71,1.0,0,9.5,0.7249,5620754.39,1965012.53,42982938.39,2387941.02,0.3014,0.8461,42,44,0.881,42,44,3,0,none,0,0,0,0,0
06VOJEO1251V2ZU,Food Processing,6,4,small,16675019.05,0.8889,2,9.56,0.7089,3109147.77,1247657.85,23701029.04,1481314.32,0.2808,1.2514,32,36,0.875,32,36,3,1,circular_trading,0,0,0,0,0
32RYSMU5151N8ZM,Trading,32,9,medium,521735822.66,1.0,0,1.67,0.7965,95691124.45,25776884.69,909022527.86,50501251.55,0.3205,1.2553,46,52,0.913,46,52,5,1,circular_trading,0,0,0,0,0
16LJEVP0323S5ZY,Paper,16,9,large,4073095451.85,0.9444,1,4.83,0.7351,656714965.99,225628580.25,6083392086.24,357846593.31,0.2554,0.9722,51,34,0.902,51,34,4,0,none,0,0,1,0,0
19OURCN5455H6ZK,Steel,19,23,small,30533646.85,1.0,0,10.61,1.7519999999999996,28739211.27,0.0,55060318.73,3058906.6,0.3725,1.0438,29,41,0.9655,29,41,5,1,fake_itc,1,0,0,0,0
17HHQKT5569V8ZX,Cement,17,6,small,44088402.17,0.8889,2,9.56,0.7331,9953483.52,4160003.28,76054731.96,4753420.75,0.2936,1.3208,38,37,0.9737,38,37,7,0,none,0,0,0,0,0
27XISJN9780E2Z2,Cement,27,24,small,33695991.84,1.0,0,4.28,0.753,7210530.61,2277170.44,62179869.31,3454437.18,0.2787,1.1423,44,35,0.8182,44,35,3,0,none,0,0,0,0,0
33QBDNE6884K9ZT,IT Services,33,11,medium,800412183.65,0.9444,1,0.11,0.7308,171369099.6,60628032.0,1510992304.72,88881900.28,0.2439,0.8485,34,41,0.9118,34,41,2,0,none,0,0,0,0,0
37FMWNK5076G9Z6,Agriculture,37,25,small,27746050.88,0.9444,1,6.94,0.774,7119970.65,1866756.15,55008133.99,3235772.59,0.2313,0.8264,31,41,0.871,31,40,3,0,none,0,0,0,0,0
03PPZVC9308X3ZG,Cement,3,15,small,19779513.23,0.9444,1,5.06,0.7658,3780117.12,1223406.66,32860075.58,1932945.62,0.3885,1.3419,35,38,0.9143,35,38,4,1,circular_trading,0,0,0,0,0
18WYPFU0835Y1Z3,Textile,18,25,medium,352496064.35,0.9444,1,4.33,0.7593,65774852.22,19925232.21,681361106.87,40080065.11,0.2456,1.216,31,36,0.9355,31,36,4,0,none,0,0,0,0,0
22KTDOU0281S8ZT,Chemicals,22,21,medium,382083650.05,0.8889,2,5.61,0.7744,73182796.1,20673572.0,612115216.11,38257201.01,0.2701,0.9101,40,35,0.925,40,35,4,0,none,0,0,0,0,0
24LORIN1512B3ZT,Automobile,24,23,small,21222124.24,0.9444,1,0.94,0.7712,4325079.53,1243736.2,34402228.46,2023660.5,0.3212,0.7878,41,40,0.9268,41,39,1,0,none,0,0,0,0,0
11YUNFT1423X7ZP,Automobile,11,12,small,31696733.73,1.0,0,8.56,0.7427,6140331.88,2054893.64,56200313.67,3122239.65,0.2495,0.8946,41,31,0.9024,41,31,3,0,none,0,0,0,0,0
01QOZZV4394H2ZV,Plastics,1,13,small,25392483.8,0.9444,1,6.39,1.7519999999999996,19829639.35,0.0,43128224.21,2536954.37,0.2727,0.9579,38,38,0.8947,38,37,4,1,fake_itc,1,0,0,0,0
12JWCHK6015H8Z5,Food Processing,12,15,small,9603581.74,1.0,0,5.33,0.771,1930106.82,569758.52,14869476.36,826082.02,0.2998,1.059,48,36,0.9583,48,36,4,0,none,0,0,0,0,0
14ZQKIG1082W7ZE,Pharmaceuticals,14,4,medium,711739466.26,1.0,0,2.5,0.7502,128395265.9,39714314.28,1114377749.91,61909875.0,0.244,1.0425,42,39,0.8333,42,39,3,0,none,0,0,0,0,0
11QFNVX4299B4Z9,Textile,11,5,small,12271674.28,1.0,0,3.83,0.6966,2408125.88,1020734.34,22481506.42,1248972.58,0.2629,1.1603,47,37,0.8298,47,37,1,0,none,0,0,0,0,0
05MFDWW2221Y4ZU,Automobile,5,1,small,29606369.78,1.0,0,0.78,0.737,6143031.94,2186923.67,53888589.09,2993810.51,0.309,1.0507,46,41,0.913,46,41,4,0,none,0,0,0,0,0
14MGTXW6601Q9ZR,Fertilizers,14,15,medium,877610326.59,1.0,0,4.83,1.7519999999999996,530396112.84,0.0,1451622664.02,80645703.56,0.2844,0.9939,36,41,0.8333,36,41,3,1,fake_itc,1,0,0,0,0
12CSVTN8144G1Z1,Steel,12,4,medium,847186535.9,0.9444,1,0.89,0.7556,143891647.36,45526016.83,1324574538.52,77916149.32,0.3342,0.7289,32,31,0.875,32,31,5,0,none,0,0,0,0,0
09UTAHF5504R8Z2,Jewellery,9,17,small,13233748.39,0.9444,1,4.17,0.7655,2390863.14,709850.73,21714035.69,1277296.22,0.2874,1.2452,48,33,0.8958,48,33,5,0,none,0,0,0,0,0
10TLVCS6619G9Z0,Textile,10,6,small,21003104.02,0.9444,1,5.44,0.762,4122028.67,1404996.21,32486489.02,1910969.94,0.338,1.5356,37,46,0.7838,37,46,4,0,none,0,0,0,0,0
09UZYBW8200U6Z2,Cement,9,5,small,38382171.97,1.0,0,2.11,0.7283,9090011.6,3460885.07,71458997.89,3969944.33,0.3032,1.0707,35,53,0.8857,35,53,2,0,none,0,0,0,0,0
01BRRVH5137R2ZD,Coal,1,23,medium,143851148.39,1.0,0,6.11,1.7519999999999996,106970496.52,0.0,272504706.85,15139150.38,0.2945,0.5727,41,31,0.8537,41,31,5,1,fake_itc,1,0,0,0,0
37DTOMP7479S7ZN,Food Processing,37,6,small,49609077.51,0.8889,2,0.61,1.7519999999999996,31185530.38,0.0,77548273.19,4846767.07,0.3088,1.273,32,44,0.9062,32,44,4,1,fake_itc,1,0,0,0,0
