gstin,years_old,annual_turnover,industry_encoded,state_encoded,size_encoded,companies_same_address,turnover_per_year,new_high_turnover,filing_rate,missing_returns,avg_delay_days,max_delay_days,late_filings_count,very_late_filings,max_consecutive_miss,delay_std,compliance_trend,total_itc_claimed,total_tax_collected,total_tax_paid,avg_itc_ratio,max_itc_ratio,itc_exceeds_tax,itc_volatility,itc_trend,net_tax_ratio,total_outward_supply,avg_monthly_sales,max_monthly_sales,min_monthly_sales,sales_volatility,spike_ratio,max_mom_jump,zero_sales_months,max_acceleration,seasonal_std,invoices_issued,invoices_received,total_issued_amt,total_received_amt,invoice_match_rate,unique_buyers,unique_suppliers,top_buyer_share,amount_imbalance,avg_invoice_size,is_fraud,fraud_type
02JXSUB8064D1Z9,10,431598909.88,12,1,1,2,39236264.53,0,0.9444,1,6.28,46,7,2,1,13.25,0.0833,82341301.26,113472123.1,31130821.85,0.7152,0.9,0,0.4783,-0.1407,0.2743,724031257.52,42590073.97,63853187.52,22098762.35,0.334,0.7634,1.6074,0,64274765.93,10636274.07,48,42,127983643.9,102984031.64,0.9375,48,41,0.0384,-0.1082,2666325.91,0,none
27KWUQL4461U1Z3,11,7184316.31,7,24,2,4,598693.03,0,1.0,0,3.78,20,7,0,0,6.1,0.0,1564090.2,2082672.29,518582.11,0.742,0.8887,0,0.4613,0.0085,0.249,12356648.36,686480.46,1055600.41,367929.43,0.3499,0.6686,1.1472,0,913717.13,119627.97,44,42,106967366.86,119879087.11,0.8409,43,42,0.0497,0.0569,2431076.52,0,none
20SPVXD5346F4ZI,2,30057070.17,12,19,2,4,10019023.39,0,0.9444,1,3.89,23,6,0,1,7.39,0.0833,7175661.64,9755847.87,2580186.24,0.7389,0.8698,0,0.5057,-0.3165,0.2645,54892794.44,3228987.91,4380277.9,1573844.11,0.2956,0.9709,1.2503,0,3169555.73,544473.98,39,54,96671343.62,139413337.6,0.8974,39,53,0.0492,0.181,2478752.4,0,none
21TIXUD3330S3ZD,17,581477421.64,5,20,1,5,32304301.2,0,0.8889,2,0.67,8,3,0,1,1.97,-0.0833,110480091.61,147811774.91,37331683.29,0.737,0.8621,0,0.4229,-0.3115,0.2526,958947007.1,59934187.94,84110247.42,32418462.74,0.2675,0.8329,0.8644,0,56605727.08,11705776.3,34,42,99254223.07,113285323.56,0.9706,34,42,0.0502,0.066,2919241.86,1,circular_trading
14IZQFB1464W6ZV,14,7032699.03,16,13,2,1,468846.6,0,0.8889,2,0.5,5,2,0,1,1.47,0.1667,1127682.64,1562490.29,434807.68,0.7432,0.8668,0,0.4848,-0.6051,0.2783,11297589.17,706099.32,1018160.55,374369.93,0.2758,0.8225,1.2116,0,1065261.59,87880.1,28,39,66529142.95,104869565.48,0.8929,28,39,0.0748,0.2237,2376040.82,1,circular_trading
29XMXQS4247K7ZN,6,56389119.06,13,25,1,1,8055588.44,0,1.0,0,1.44,16,3,0,0,4.1,0.0,12015043.59,15505898.35,3490854.77,0.756,0.8777,0,0.5306,-0.1476,0.2251,93657031.3,5203168.41,7887462.52,2899142.78,0.3161,1.1867,1.3653,0,8975707.46,1004495.59,30,45,80667705.72,129222529.18,0.9667,29,45,0.0689,0.2313,2688923.52,0,none
03JODLQ9391J3ZO,24,42681640.82,9,2,2,3,1707265.63,0,1.0,0,6.78,59,6,2,0,15.92,0.0,10334985.06,14371692.05,4036707.03,0.7276,0.8872,0,0.3467,0.0372,0.2809,84735387.11,4707521.51,6288770.28,2366336.78,0.2498,0.9952,0.7127,0,4603365.71,538954.87,36,32,108587192.21,96599092.43,0.8889,36,32,0.0452,-0.0584,3016310.89,0,none
06FEGCV1683G5Z3,12,677863279.45,5,5,1,2,52143329.19,0,1.0,0,3.61,22,7,0,0,5.85,0.0,158682500.34,203361216.72,44678716.37,0.7893,0.8849,0,0.5987,0.7598,0.2197,1148133375.65,63785187.54,101172288.97,35012037.56,0.3512,1.0041,1.0424,0,93732660.84,11271745.5,41,37,115355531.36,88441663.37,0.878,41,36,0.0422,-0.1321,2813549.55,0,none
17ZZWWB1971M6ZU,21,4217369.23,11,16,2,2,191698.6,0,0.9444,1,0.72,8,2,0,1,2.16,-0.1667,2735287.6,1185033.08,0.0,2.3152,2.6962,17,0.438,-0.0505,0.0,6701638.22,394214.01,608098.96,218680.66,0.314,0.9117,1.2512,0,615516.51,25076.04,46,35,113662065.94,105882372.0,0.9348,46,35,0.0438,-0.0354,2470914.48,1,fake_itc
19ENUIB7889P4ZF,22,209061864.27,4,18,1,4,9089646.27,0,1.0,0,4.67,30,6,0,0,9.18,0.0,49734023.07,64404037.28,14670014.22,0.7801,0.8991,0,0.4186,-0.0096,0.2278,370538089.9,20585449.44,30655473.59,11747898.2,0.2878,0.9136,1.0556,0,28506527.57,2223113.29,27,35,72607234.33,92709560.32,0.963,27,35,0.0679,0.1216,2689156.83,0,none
27WTJNE7549P5ZZ,7,11744023.84,12,24,2,3,1468002.98,0,1.0,0,1.78,18,4,0,0,4.63,0.0,2394400.3,3060045.39,665645.09,0.7782,0.893,0,0.6748,0.0336,0.2175,18737562.76,1040975.71,1668031.91,588226.74,0.2885,1.232,1.166,0,1822376.8,66106.36,42,47,115699400.13,128382282.64,0.8571,42,47,0.0428,0.052,2754747.62,0,none
08KHXOY3510O9ZW,19,26588580.23,5,7,2,2,1329429.01,0,1.0,0,2.78,35,4,1,0,8.4,0.0,5368604.74,7295379.87,1926775.13,0.7457,0.8951,0,0.5798,-0.6117,0.2641,50971320.22,2831740.01,3916656.86,1358893.94,0.2678,0.9775,1.8822,0,4940164.01,273752.85,30,38,71841648.03,78684301.52,0.9333,30,38,0.0673,0.0455,2394721.6,0,none
14LLJMH0420C5Z6,18,796579631.14,7,13,1,3,41925243.74,0,1.0,0,5.0,38,5,2,0,11.22,0.0,177135446.6,242639621.23,65504174.64,0.7396,0.8845,0,0.4941,0.4941,0.27,1444076329.32,80226462.74,117374616.42,46517283.09,0.2907,1.4404,0.7221,0,65985752.39,16105967.41,44,30,105438195.49,73980954.04,0.9318,44,30,0.0471,-0.1753,2396322.62,0,none
08CBAFF3386I4ZI,1,317753006.75,9,7,1,3,158876503.38,1,1.0,0,4.44,45,9,1,0,10.51,0.0,73457960.73,102473153.0,29015192.27,0.7192,0.8969,0,0.4525,1.8405,0.2831,502763104.5,27931283.58,47244813.75,17746922.91,0.2991,1.4446,1.2377,0,41657494.81,2190729.04,34,39,70396621.04,88027294.14,0.8824,34,39,0.0663,0.1113,2070488.85,0,none
29ZYVTA6998H4ZN,8,39726783.12,4,25,2,8,4414087.01,0,0.8333,3,3.22,46,5,1,1,10.82,0.0,7290592.62,9569149.73,2278557.11,0.7684,0.8885,0,0.4834,1.0457,0.2381,61334169.05,4088944.6,5659928.04,2132097.18,0.287,1.1551,1.1646,0,5552612.88,763227.59,39,37,98542953.9,86756766.68,0.8718,39,37,0.049,-0.0636,2526742.41,0,none
15SLUIE7624R1ZX,19,340293338.87,3,14,1,3,17014666.94,0,0.9444,1,0.5,5,3,0,1,1.34,-0.1667,64454144.52,84201430.3,19747285.77,0.7613,0.8919,0,0.482,-0.0068,0.2345,631540225.15,37149425.01,49658558.95,19795488.67,0.2188,0.7484,1.1877,0,48690859.7,2095048.63,43,40,108419774.86,98522985.27,0.8605,42,39,0.0494,-0.0478,2521390.11,0,none
01MRJFL7762S1ZC,5,9948316335.47,3,0,0,4,1658052722.58,0,1.0,0,4.39,51,6,1,0,12.02,0.0,2528004792.82,3397179368.09,869174575.29,0.7381,0.8646,0,0.5689,-0.5532,0.2559,20130448771.02,1118358265.06,1417192604.04,643112291.39,0.1928,1.1097,0.8291,0,1287912201.69,33772491.34,30,41,82491018.76,99962617.69,0.8333,30,40,0.0591,0.0958,2749700.63,0,none
21UXOKJ9034K8ZT,6,28539525.21,6,20,2,7,4077075.03,0,1.0,0,1.56,18,4,0,0,4.31,0.0,5112426.67,6531779.85,1419353.22,0.7716,0.8993,0,0.6449,0.7331,0.2173,47455669.31,2636426.07,4038749.0,1435888.71,0.3248,1.1617,1.8127,0,4349673.4,584026.88,41,47,103591518.93,106963885.85,0.8049,40,47,0.0475,0.016,2526622.41,0,none
32RMEBZ2260B6Z7,6,45670997.41,15,26,2,5,6524428.2,0,0.9444,1,6.33,35,8,2,1,11.68,0.0833,8329717.51,11048806.76,2719089.23,0.7363,0.8637,0,0.4598,-0.343,0.2461,76559893.0,4503523.12,6352759.34,2660401.72,0.2712,0.7524,1.2503,0,6911093.29,728231.36,42,46,118552300.36,120465297.06,0.9048,41,46,0.0741,0.008,2822673.82,0,none
06ZDKTK9283W8ZK,19,36405058.27,16,5,2,4,1820252.91,0,0.9444,1,5.0,60,6,1,1,14.45,-0.1667,8997268.15,12113986.26,3116718.12,0.7367,0.8618,0,0.4637,-0.4944,0.2573,66903879.06,3935522.3,5176703.8,2395542.35,0.2407,0.7473,0.4392,0,2786118.07,577866.46,41,55,94954228.44,152793185.28,0.878,41,54,0.0515,0.2335,2315956.79,1,circular_trading
09FZLVP2354O1ZF,21,483491292.82,16,8,1,1,21976876.95,0,0.8889,2,7.72,58,9,1,1,13.94,0.1667,99302538.85,133658085.75,34355546.89,0.7659,0.8983,0,0.4533,-0.474,0.257,759868915.62,47491807.23,67006885.51,26796026.96,0.2838,0.6813,1.2652,0,72798160.04,8012848.22,45,46,102278647.74,120440656.91,0.9111,45,46,0.048,0.0815,2272858.84,0,none
32SHPVE2874V3ZG,23,3157257318.27,13,26,0,2,131552388.26,0,0.9444,1,3.5,37,5,1,1,8.87,0.0833,609634905.43,809180467.23,199545561.79,0.7452,0.8281,0,0.5074,-0.0977,0.2466,4354556088.43,256150358.14,454950454.21,164029845.21,0.3799,1.1868,1.6582,0,503344988.46,36580325.35,43,39,112288421.1,107086874.77,0.907,43,39,0.0444,-0.0237,2611358.63,0,none
06HQHXS7249R2ZX,25,38793875.85,6,5,2,3,1492072.15,0,1.0,0,0.22,2,2,0,0,0.65,0.0,7477044.49,9739833.36,2262788.85,0.7464,0.8995,0,0.5137,1.3494,0.2323,69039866.51,3835548.14,5744524.58,2053191.46,0.3041,1.0698,1.1333,0,6362700.15,405756.1,47,40,123017069.95,129276783.02,0.8511,47,40,0.0406,0.0248,2617384.47,0,none
14LGNMB6737G7ZC,9,46022574.83,15,13,2,3,4602257.48,0,1.0,0,0.33,3,2,0,0,0.97,0.0,10170358.19,14435200.08,4264841.88,0.7188,0.893,0,0.5271,0.5715,0.2954,80557737.29,4475429.85,6187736.05,2486556.72,0.2635,1.0184,1.3116,0,6076029.23,928869.07,37,46,90402751.39,117551590.03,0.8919,37,45,0.0529,0.1306,2443317.61,0,none
22TMBOG9188F1ZG,10,37589431.19,8,21,2,1,3417221.02,0,0.5556,8,2.61,18,5,0,7,5.0,-0.8333,3627520.02,4766633.86,1139113.84,0.7596,0.8675,0,0.4318,0.147,0.239,37073992.43,3707399.24,5395688.11,1992910.15,0.3266,0.9142,1.0332,0,4075974.93,0.0,43,28,97156723.5,85949660.4,0.8605,43,28,0.0501,-0.0612,2259458.69,1,missing_returns
03RAHLE7854B9ZG,23,4515932.3,13,2,2,8,188163.85,0,0.9444,1,2.83,35,3,1,1,8.44,0.0833,1051931.51,1384426.43,332494.93,0.745,0.8919,0,0.5586,-0.2354,0.2402,7736650.57,455097.09,656831.28,254497.32,0.2582,1.3242,0.7812,0,450048.1,87300.56,36,53,79410390.85,143374205.67,0.8333,36,51,0.0581,0.2871,2205844.19,0,none
02UTYJG0493G2ZO,22,10018268.24,14,1,2,1,435576.88,0,1.0,0,0.83,12,2,0,0,2.87,0.0,1822192.26,2615497.7,793305.46,0.7098,0.8981,0,0.5595,-0.3232,0.3033,16071043.19,892835.73,1419010.67,572258.78,0.326,1.0468,1.2196,0,1428053.45,81028.97,37,43,79484459.65,98958626.45,0.8649,37,43,0.0623,0.1091,2148228.64,0,none
17CIOEF5912L6ZL,13,61382309.49,15,16,1,4,4384450.68,0,1.0,0,10.67,52,6,2,0,18.2,0.0,14074966.45,19011116.31,4936149.83,0.726,0.8892,0,0.5872,-0.0632,0.2596,102409274.31,5689404.13,8323587.06,3208947.79,0.2707,0.9558,0.9228,0,7905339.6,641481.0,42,38,82377384.28,90998286.26,0.8571,42,36,0.0587,0.0497,1961366.29,0,none
15FRHQB8474D9ZK,4,49107962.95,9,14,2,1,9821592.59,0,0.8889,2,4.94,43,8,1,1,10.17,-0.0833,10211258.69,13943580.96,3732322.24,0.7368,0.893,0,0.5849,-0.4113,0.2677,78573949.16,4910871.82,6831135.49,2865216.01,0.2542,0.6158,0.7768,0,4906905.96,787131.58,44,40,125686773.79,115797459.58,0.8409,43,40,0.0398,-0.041,2856517.59,0,none
13RZSIQ8384K1Z2,17,270804203.51,13,12,1,3,15044677.97,0,0.7778,4,2.28,16,5,0,2,4.47,0.3333,40240729.18,56205038.34,15964309.14,0.7358,0.8739,0,0.7285,5.5993,0.284,348777655.35,24912689.67,38623191.09,15656278.99,0.3164,1.4271,1.2715,0,39318889.13,3931159.03,32,37,82697677.44,86881642.76,0.875,32,37,0.0596,0.0247,2584302.42,0,none
23ZGQXI7760L8ZS,5,32817867.05,1,22,2,3,5469644.51,0,0.9444,1,14.17,59,10,4,1,20.55,0.0833,6793184.59,9140786.23,2347601.63,0.7434,0.8567,0,0.6303,0.3042,0.2568,53315656.11,3136215.07,4390233.52,1694358.64,0.2703,1.1741,1.5911,0,4216508.26,334117.82,39,30,82535358.94,87696999.17,0.8205,39,30,0.0592,0.0303,2116291.25,0,none
37SZLWD3707N5ZB,24,13627951.22,5,29,2,3,545118.05,0,1.0,0,7.61,42,6,2,0,13.75,0.0,2987030.27,4091499.39,1104469.15,0.7407,0.8562,0,0.6204,0.1069,0.2699,24045861.31,1335881.18,1918430.43,699002.5,0.3297,1.4093,1.5197,0,1814804.67,112746.98,43,39,106363474.46,88751485.33,0.9302,43,39,0.0469,-0.0903,2473569.17,0,none
02XRGRS6334A2Z5,7,49616603.31,6,1,2,3,6202075.41,0,0.9444,1,10.33,56,8,3,1,17.23,-0.1667,9847136.39,13316976.68,3469840.29,0.734,0.8895,0,0.433,-0.2993,0.2606,88242713.68,5190747.86,7241218.51,2576726.86,0.3092,1.0033,1.1789,0,7286794.32,526368.57,49,37,100986607.77,90675169.79,0.8571,49,37,0.0485,-0.0538,2060951.18,0,none
07DEOUF5441G4Z1,20,15696938.72,8,6,2,1,747473.27,0,0.9444,1,10.72,59,8,3,1,19.13,0.0833,3448540.3,4673774.45,1225234.14,0.7488,0.884,0,0.4074,0.4886,0.2622,26114861.98,1536168.35,2231766.43,900428.57,0.2749,1.2021,0.8222,0,1801805.13,193057.55,46,33,118196818.89,86814369.83,0.7391,45,33,0.0407,-0.1531,2569496.06,0,none
21FWMYJ3446N3Z4,25,42994026.09,15,20,2,2,1653616.39,0,0.8889,2,8.06,45,8,3,1,14.97,0.1667,8378006.43,10854868.18,2476861.75,0.7734,0.8631,0,0.6574,-0.2902,0.2282,62126239.86,3882889.99,5777380.43,2397194.18,0.2828,0.8386,0.852,0,3680638.25,668076.17,54,38,135166506.36,107121521.46,0.9444,53,38,0.0425,-0.1158,2503083.45,0,none
37XPDSG4436C6ZI,7,11102039.1,4,29,2,2,1387754.89,0,1.0,0,5.83,43,8,2,0,12.72,0.0,9615464.03,2607893.32,0.0,3.5931,4.2112,18,0.6269,0.2511,0.0,19118982.4,1062165.69,1604319.14,571662.36,0.3219,1.2819,1.7087,0,1446666.1,182434.07,43,40,95650046.64,92132914.85,0.907,42,40,0.0516,-0.0187,2224419.69,1,fake_itc
33NSMYY9346S2Z0,4,29149212.42,12,27,2,3,5829842.48,0,0.8889,2,1.06,8,4,0,2,2.36,-0.3333,5738338.32,7998454.08,2260115.76,0.7348,0.8758,0,0.5428,-0.0091,0.2826,48215317.34,3013457.33,4258841.18,1661438.01,0.2622,1.0557,1.1936,0,3658085.62,405856.38,41,35,99985884.2,84115315.62,0.8293,41,35,0.0477,-0.0862,2438680.1,0,none
27LGXSN4666N4ZP,2,4252728593.93,4,24,0,4,1417576197.98,1,0.9444,1,14.22,57,11,3,1,19.51,0.0833,959394478.88,1254284357.38,294889878.49,0.7561,0.8918,0,0.6304,0.989,0.2351,7633869078.87,449051122.29,630127609.67,269287125.25,0.2741,1.3041,1.2031,0,414057475.11,67035104.04,27,44,59383849.71,102087535.56,0.8889,27,43,0.0794,0.2645,2199401.84,0,none
22ARDPY1256F1ZH,21,415130345.73,6,21,1,3,18869561.17,0,0.8889,2,2.83,36,3,1,1,8.67,-0.0833,78361922.73,107268982.5,28907059.76,0.7403,0.8852,0,0.5799,0.642,0.2695,625450365.12,39090647.82,61304824.82,21823292.51,0.3726,1.057,1.6174,0,72771043.25,7472103.62,38,42,99717566.18,101540171.22,0.8684,38,42,0.0501,0.0091,2624146.48,0,none
19ZCXWE4655M5Z0,4,787856559.14,6,18,1,2,157571311.83,0,0.8889,2,4.61,59,6,1,1,13.81,0.1667,176191900.8,228110138.24,51918237.45,0.7828,0.8906,0,0.4005,-0.3614,0.2276,1258355589.22,78647224.33,117709829.76,43161138.3,0.3232,0.676,1.161,0,122543563.14,10869728.38,40,38,97061450.2,104248003.16,0.85,40,38,0.0485,0.0357,2426536.26,0,none
32DTYKI9800W7Z7,21,22685580.43,11,26,2,6,1031162.75,0,1.0,0,3.83,54,4,1,0,12.72,0.0,5007926.52,6706599.11,1698672.6,0.755,0.8939,0,0.5421,-0.3485,0.2533,37194460.33,2066358.91,3372126.03,1228113.5,0.3379,1.0451,1.0421,0,2965567.26,301914.97,41,41,101408546.3,103833986.5,0.8049,41,41,0.0464,0.0118,2473379.18,0,none
12EDMNC5227Z4ZQ,15,643200382.99,11,11,1,4,40200023.94,0,0.9444,1,3.11,32,4,1,1,7.84,-0.1667,300731600.76,166490000.89,0.0,1.8136,2.1058,17,0.5821,-0.5667,0.0,1066061916.62,62709524.51,95305425.38,33058557.77,0.2967,0.7103,0.8673,0,79065754.81,10858505.97,41,42,96942615.03,95873288.42,0.9024,41,42,0.0497,-0.0055,2364454.03,1,fake_itc
21EHJHI5461B5ZA,4,40005753.76,12,20,2,3,8001150.75,0,1.0,0,5.94,44,8,1,0,11.47,0.0,8999812.69,12502931.81,3503119.12,0.7388,0.8725,0,0.5364,0.1107,0.2802,73398542.49,4077696.8,5970038.72,2004392.79,0.3093,1.4371,1.5096,0,6095379.08,610923.21,41,36,86373667.02,102782922.55,0.9268,41,36,0.0524,0.0867,2106674.81,0,none
20NZGMT6363K4ZX,13,976539807.68,13,19,1,3,69752843.41,0,0.8333,3,6.11,55,7,2,1,14.44,0.25,182205411.57,249108936.29,66903524.73,0.7393,0.8859,0,0.3907,-0.1645,0.2686,1405677762.25,93711850.82,139260003.13,48920494.51,0.3066,1.0163,1.7415,0,129380072.44,10055768.19,42,35,116493040.75,86612610.1,0.881,41,35,0.0427,-0.1471,2773643.83,0,none
11UAWKV9015W4ZX,20,876360414.56,2,10,1,1,41731448.31,0,1.0,0,4.5,31,8,1,0,7.95,0.0,158814881.45,227089736.51,68274855.05,0.6991,0.8205,0,0.4483,0.3887,0.3007,1623103199.21,90172399.96,130100869.36,47207788.84,0.3,1.0961,1.056,0,133201704.73,16908619.85,44,45,99342091.23,118940643.97,0.8182,44,45,0.0453,0.0898,2257774.8,0,none
14RAQYI6897V8ZO,13,804262359.27,4,13,1,2,57447311.38,0,0.9444,1,7.56,59,8,2,1,15.4,-0.1667,141292325.71,183581181.23,42288855.51,0.7742,0.8713,0,0.5237,-0.2906,0.2304,1422386667.71,83669803.98,118657809.1,49748152.96,0.2797,0.934,1.2213,0,125812086.86,5879883.63,31,46,90221304.05,105968625.27,0.8387,31,46,0.0551,0.0803,2910364.65,0,none
14YYMRS1367Q9ZC,16,336280889.74,3,13,1,3,19781228.81,0,0.8889,2,6.56,57,6,2,2,15.41,0.1667,77188970.59,100096599.23,22907628.68,0.7734,0.8693,0,0.5325,0.3082,0.2289,563264183.8,35204011.49,50072887.84,20247320.2,0.251,0.9369,1.0146,0,39149438.84,1850012.51,45,38,114854767.38,95497061.47,0.8444,45,38,0.0431,-0.092,2552328.16,0,none
18ZMXYM5219W2ZG,23,46592166.88,11,17,2,1,1941340.29,0,0.9444,1,1.22,15,3,0,1,3.66,-0.1667,12110838.43,15594104.61,3483266.16,0.7622,0.8953,0,0.6378,0.3875,0.2234,86320180.17,5077657.66,6767170.29,2602108.41,0.2944,1.0596,1.1919,0,7091366.28,1219804.74,47,39,105526255.89,82824997.59,0.9149,47,39,0.0471,-0.1205,2245239.49,0,none
36JHSRY6696P2ZV,19,620645449.4,5,28,1,6,31032272.47,0,0.9444,1,4.11,48,6,1,1,11.25,0.0833,133961968.62,180513935.5,46551966.89,0.7357,0.8817,0,0.6237,-0.5467,0.2579,1059004737.3,62294396.31,91873598.81,34550477.42,0.306,0.8568,1.0141,0,90536391.91,11141486.92,32,45,65008692.24,105970056.54,0.875,32,45,0.0766,0.2396,2031521.63,0,none
11JSTJQ5882D5ZF,3,30425623.39,14,10,2,6,7606405.85,0,1.0,0,2.17,19,5,0,0,4.79,0.0,6642178.93,8919906.23,2277727.31,0.7401,0.8961,0,0.5622,0.221,0.2554,54927299.88,3051516.66,4310443.26,1568016.08,0.286,1.0242,0.8492,0,3772266.39,212987.81,40,32,104763547.06,79082832.73,0.975,40,32,0.0476,-0.1397,2619088.68,0,none
24YODIJ7351M7ZU,22,2136766282.3,10,23,0,4,92902881.84,0,0.8889,2,2.89,40,4,1,1,9.47,-0.0833,482151891.54,608918066.58,126766175.04,0.776,0.8922,0,0.6828,-0.3573,0.2082,3419981152.88,213748822.06,319913281.49,110285504.34,0.3547,0.8156,1.8519,0,254411126.47,65841036.61,42,43,103516446.35,115157598.13,0.9048,42,42,0.046,0.0532,2464677.29,0,none
20PCAWI8226E5ZJ,20,26114143.73,12,19,2,1,1243530.65,0,1.0,0,9.28,54,7,3,0,17.26,0.0,5186563.45,7204895.5,2018332.06,0.7216,0.8415,0,0.5855,1.8885,0.2801,47030831.25,2612823.96,3764360.26,1311848.33,0.2966,1.2277,1.3358,0,4173348.21,331742.48,47,33,133137737.85,77836235.4,0.9149,47,33,0.0371,-0.2621,2832717.83,0,none
04HWOQF2908E4ZO,25,25400223.28,12,3,2,2,976931.66,0,0.9444,1,0.72,7,3,0,1,1.96,0.0833,3695500.71,4831439.25,1135938.53,0.7749,0.8508,0,0.484,-0.3105,0.2351,37522619.93,2207212.94,3727588.13,1343722.44,0.339,0.8737,1.3894,0,3217069.78,205896.75,46,40,112758156.19,101204711.54,0.8478,46,40,0.0429,-0.054,2451264.26,0,none
10ZRWZO3697M2Z7,10,235337567.82,16,9,1,4,21394324.35,0,1.0,0,9.83,50,9,3,0,16.49,0.0,53864459.06,72403722.3,18539263.21,0.7476,0.8494,0,0.7116,0.5196,0.2561,404764232.6,22486901.81,34638628.33,11805721.33,0.4015,1.4032,1.9341,0,44378250.65,851871.18,44,31,133885551.8,105819373.6,0.8636,44,31,0.1608,-0.1171,3042853.45,1,circular_trading
18KDTPU8741E8Z4,5,40609205.28,16,17,2,2,6768200.88,0,0.8889,2,2.17,19,4,0,1,5.52,0.1667,7216598.57,9064695.97,1848097.45,0.7904,0.8962,0,0.5139,-0.0302,0.2039,64948415.13,4059275.95,5834855.07,2247383.21,0.3325,0.8745,1.2854,0,5214360.95,512848.9,27,40,68822022.79,105851270.29,0.8889,26,40,0.0714,0.212,2548963.81,0,none
24QJWCU8396F1ZG,16,4518661.54,10,23,2,5,265803.62,0,1.0,0,5.11,42,5,1,0,11.11,0.0,1034664.01,1392040.18,357376.2,0.7487,0.8956,0,0.4131,-0.17,0.2567,8191821.24,455101.18,673363.9,235394.17,0.3098,1.1195,0.8734,0,558685.5,87522.37,32,36,68990760.55,70206914.39,0.8438,32,36,0.0716,0.0087,2155961.27,0,none
21ILDSG1335F7ZF,21,32352008.7,2,20,2,3,1470545.85,0,1.0,0,2.72,28,7,0,0,6.8,0.0,7890419.84,10528000.62,2637580.76,0.7468,0.8657,0,0.5296,0.9581,0.2505,60311602.38,3350644.58,4690532.73,1684368.52,0.3077,1.0925,1.7151,0,5721621.16,336657.2,39,39,91071297.42,91845330.99,0.8718,39,39,0.054,0.0042,2335161.47,0,none
12ADDQX2594W2ZL,16,7324632860.0,13,11,0,3,430860756.47,0,0.7778,4,3.61,39,5,1,3,9.49,0.0833,1348791494.32,1841532706.79,492741212.49,0.7453,0.8893,0,0.5937,0.0493,0.2676,10542631661.79,753045118.7,1012143077.41,436929226.41,0.2859,1.1441,1.0745,0,1000734634.91,179301317.66,38,41,106968709.98,95288528.04,0.8684,37,41,0.0738,-0.0577,2814966.05,0,none
19DISWN4738Z9Z5,17,562032696.44,6,18,1,3,31224038.69,0,0.9444,1,18.56,59,8,6,1,24.32,0.0833,97180631.33,141710382.91,44529751.58,0.7079,0.8847,0,0.5938,0.2078,0.3142,867200356.51,51011785.68,81636434.74,28165829.68,0.3131,1.0002,0.9481,0,73005383.67,9043548.92,39,34,90997520.64,100794527.71,0.8462,39,34,0.0516,0.0511,2333269.76,0,none
29QTFRD8604K2ZC,19,9738092.57,3,25,2,4,486904.63,0,0.9444,1,4.44,55,5,1,1,12.95,-0.1667,2200479.06,2825968.63,625489.59,0.7809,0.8966,0,0.4862,-0.4172,0.2213,19905926.76,1170936.87,1455525.2,691160.87,0.2046,0.8766,0.5048,0,750284.32,153800.07,43,49,100174457.39,116481108.83,0.8605,43,49,0.0493,0.0753,2329638.54,0,none
09WAZNJ5490J1Z7,22,8713042.23,16,8,2,2,378827.92,0,0.8333,3,4.5,38,6,1,1,10.82,0.0,1446113.29,1963396.13,517282.86,0.7441,0.8938,0,0.5221,-0.0948,0.2635,10407561.28,693837.42,1088498.51,505539.48,0.2128,0.9487,0.7529,0,833157.65,64577.15,44,33,115952219.5,94617996.67,0.9091,44,33,0.0421,-0.1013,2635277.72,0,none
23IXZPN6600E5ZN,20,30405590.66,3,22,2,5,1447885.27,0,0.9444,1,1.89,17,5,0,1,4.31,-0.1667,6251828.65,8516932.37,2265103.71,0.7401,0.8978,0,0.4666,0.1385,0.266,51782943.29,3046055.49,4437671.55,1768628.77,0.3331,1.4724,0.7704,0,2876270.5,67763.34,43,35,116982831.94,94923477.56,0.9535,42,35,0.0426,-0.1041,2720530.98,0,none
05SKOGQ1496W3Z8,3,305929703.23,1,4,1,5,76482425.81,0,1.0,0,9.44,56,5,3,0,19.14,0.0,56365850.33,77086493.67,20720643.33,0.7337,0.86,0,0.632,-0.3333,0.2688,495290607.93,27516144.88,43926313.62,16530117.49,0.3253,0.7894,1.3801,0,41420195.93,3882475.68,52,44,131048364.14,123115110.22,0.9423,52,44,0.0376,-0.0312,2520160.85,0,none
23QSOQN1837M1ZP,9,7279526.36,6,22,2,5,727952.64,0,0.9444,1,0.17,3,1,0,1,0.71,0.0833,6775365.45,1988491.31,0.0,3.5158,4.1433,17,0.464,0.1197,0.0,12120376.08,712963.3,1041687.02,372465.74,0.2968,1.1273,1.2162,0,822703.42,159697.13,40,41,130409987.68,110789880.12,0.85,40,41,0.2927,-0.0813,3260249.69,1,fake_itc
14BQJIH8203H7ZG,6,44024572.36,14,13,2,3,6289224.62,0,1.0,0,1.33,15,3,0,0,3.74,0.0,10800840.74,14857588.04,4056747.29,0.7348,0.8863,0,0.4139,0.0262,0.273,87101497.1,4838972.06,6542686.94,2481369.54,0.2928,1.0787,0.9241,0,5568054.36,1003081.7,27,32,62875156.77,82965062.92,0.8519,27,32,0.0773,0.1378,2328709.51,0,none
