gstin,is_fraud,fraud_type,graph_risk_score,pagerank_score,cycle_risk,in_degree,out_degree,total_received,total_sent,imbalance_risk,clustering_coef,in_circular_ring,in_shell_cluster,graph_predicted_fraud
06BOIKL5057I4Z1,0,none,47.86,59.9,0,59,36,136598537.5,86660624.61,11.52,0.017,0,1.0,1
36XWUYR2847W5Z6,0,none,39.1,36.38,0,42,44,98113242.28,122652581.18,0.0,0.0161,0,1.0,0
33TNQQH4548B8ZF,1,fake_itc,32.81,11.26,0,22,43,48448204.27,99527635.14,0.0,0.0212,0,1.0,0
13MOZEY4306X8Z5,0,none,38.61,34.43,0,39,42,95712566.38,99079894.25,0.0,0.0165,0,1.0,0
37LMVVD5190U9ZU,0,none,47.46,65.09,0,55,44,140660148.3,113723117.12,4.74,0.0173,0,1.0,1
29GBHAX3936V8ZC,0,none,36.239999999999995,24.47,0,32,30,72589390.98,70860747.01,0.49,0.0158,0,1.0,0
06UIJGY3513T5ZL,0,none,34.480000000000004,17.92,0,27,45,66683455.77,102740699.26,0.0,0.0141,0,1.0,0
19WUVFY5951M3ZQ,0,none,40.47,40.65,0,37,34,94954871.04,89458509.8,1.23,0.0185,0,1.0,1
27IZMXI1545W4ZV,0,none,41.17,41.32,0,46,38,108672563.94,93140202.44,3.34,0.0178,0,1.0,1
33ZNOKJ9423R6ZB,0,none,28.51,53.89,0,45,45,122219267.23,121234779.7,0.16,0.016,0,,0
09FFQDR5591P8ZK,1,shell_company,79.99,59.95,100,42,51,136743409.99,158546125.59,0.0,0.0172,1,1.0,1
08GAVFH3433D4ZL,0,none,39.1,36.39,0,43,34,93322114.85,93955894.32,0.0,0.013,0,1.0,0
24VNGLW0928W2ZS,1,fake_itc,44.69,49.51,0,41,32,113680266.49,77670054.42,9.27,0.0152,0,1.0,1
20NZSNO6870L3ZP,0,none,40.64,39.54,0,37,34,102589335.87,89115819.34,3.02,0.0145,0,1.0,1
06XYOXU4985N8Z8,0,none,35.2,20.79,0,30,41,69211123.81,104121579.32,0.0,0.0185,0,1.0,0
23IITRO3597K5ZL,0,none,35.85,23.4,0,31,41,75461599.73,109538151.03,0.0,0.0177,0,1.0,0
03VLIDW8083H4ZE,1,fake_itc,41.54,44.65,0,44,43,103958167.76,96615066.36,1.52,0.0192,0,1.0,1
04UWBAI0265F2ZS,0,none,37.61,30.42,0,40,40,86480596.64,109805375.5,0.0,0.0149,0,1.0,0
13PZMMW9246O5Z0,0,none,40.269999999999996,40.45,0,46,36,108827539.7,105460966.87,0.64,0.0148,0,1.0,1
24SXHYB2878D3ZM,1,shell_company,32.86,66.11,0,51,40,143943479.11,113723759.92,5.31,0.014,0,,0
21AHCJA0221W9Z3,1,shell_company,41.019999999999996,34.52,0,37,33,103868127.78,70319406.98,9.54,0.0182,0,1.0,1
17SREEJ4295I8ZI,0,none,45.239999999999995,59.02,0,50,44,124202134.9,113155284.86,1.95,0.0167,0,1.0,1
05QNURL8573R3Z2,0,none,24.29,32.06,0,35,35,87051331.97,69372801.61,5.1,0.0145,0,,0
07FUSYR9993F3ZN,0,none,25.69,40.76,0,41,37,99372535.37,90241810.97,2.02,0.0196,0,,0
11RPQGO2167H9ZN,0,none,42.879999999999995,36.72,0,36,25,93746843.04,53852733.26,14.82,0.0153,0,1.0,1
16SMTME3203I8ZH,0,none,40.39,41.57,0,47,48,116882881.58,142160886.98,0.0,0.0188,0,1.0,1
15AOLEI6579X2ZN,0,none,38.2,32.8,0,37,38,91384190.61,105396766.27,0.0,0.0187,0,1.0,0
18YNDAR9137X1Z9,0,none,40.56,42.25,0,36,51,100943990.82,124765862.35,0.0,0.0176,0,1.0,1
18MVRMN8466X6Z6,0,none,44.54,49.46,0,46,34,115800983.53,80702745.26,8.7,0.0179,0,1.0,1
02UXUVB0923C6ZH,0,none,36.97,27.88,0,30,37,80872653.47,96664494.5,0.0,0.0176,0,1.0,0
07WOYCU6199X6ZB,0,none,35.489999999999995,21.95,0,28,42,70365580.49,124373911.4,0.0,0.0128,0,1.0,0
24NBVXO9064T2ZJ,0,none,41.7,46.8,0,45,48,112087391.71,124868571.63,0.0,0.0168,0,1.0,1
07EWYYK7117V2ZH,0,none,27.01,45.43,0,47,42,113136712.67,100018747.72,2.62,0.0179,0,,0
02DSLSR9791T4ZC,0,none,28.96,45.57,0,49,28,113321444.2,74858149.35,10.28,0.0151,0,,0
18AEQRH5171C5ZB,0,none,39.35,37.41,0,44,41,99383178.03,106933417.33,0.0,0.0175,0,1.0,0
01OIDPJ0818L7ZE,1,fake_itc,79.38,54.22,100,46,35,144914603.89,124326213.82,3.31,0.0151,1,1.0,1
05UPVUF4119R6Z8,0,none,27.48,41.08,0,44,34,105448637.21,73088447.37,8.86,0.015,0,,0
33AYXUA9943F8ZO,0,none,27.1,39.99,0,45,28,106178957.97,74749963.46,8.41,0.016,0,,0
15SZLWA2126D6ZU,0,none,43.36,49.96,0,45,42,114528689.04,97595223.23,3.47,0.0134,0,1.0,1
01FSHGD6944Y8ZX,1,fake_itc,42.1,46.03,0,47,46,114363183.85,102248170.11,2.37,0.0137,0,1.0,1
22UJHVY2818O7ZA,0,none,42.0,42.02,0,44,33,109928399.64,84574923.89,6.0,0.0126,0,1.0,1
29NBAXU5137C8ZK,1,sudden_spike,41.120000000000005,44.48,0,42,46,107542959.99,142306397.76,0.0,0.0157,0,1.0,1
29SJCPW1300Q1Z0,0,none,29.58,53.34,0,41,41,122836531.56,98303211.33,4.99,0.016,0,,0
11CBWJN2381W4ZB,0,none,38.33,33.33,0,36,43,90375442.26,96824752.42,0.0,0.0163,0,1.0,0
17RLSPM2539Z4ZZ,0,none,41.230000000000004,41.53,0,43,42,106498187.88,91124245.21,3.37,0.0174,0,1.0,1
13LDJBG1800I7Z0,1,fake_itc,33.82,68.59,0,58,43,154012905.37,115428041.28,6.69,0.0152,0,,0
01TUBPR1206S4Z8,0,none,28.1,45.25,0,39,34,108574310.22,80008418.79,7.14,0.016,0,,0
21SOIRS3126B5Z5,0,none,37.91,30.84,0,30,34,83239220.18,80081523.01,0.79,0.0144,0,1.0,0
21BMLDK6719D3ZN,1,fake_itc,81.99,54.95,100,39,33,131877168.14,79843996.52,13.03,0.0149,1,1.0,1
09GVTLF6552S2Z2,1,missing_returns,49.13,64.29,0,55,42,141368548.36,87761381.98,12.22,0.0161,0,1.0,1
36LZRAM5851C7ZD,0,none,42.11,42.53,0,43,29,109102694.0,84150716.17,5.93,0.0133,0,1.0,1
22QCYYY7267S9Z6,0,none,18.29,13.18,0,27,44,57872454.55,103466395.57,0.0,0.0149,0,,0
01TNQZY5889M5ZT,0,none,24.44,37.78,0,37,43,93418797.3,103243128.7,0.0,0.0152,0,,0
36JNYOL5401Z1ZQ,0,none,41.2,42.6,0,38,35,96765229.25,87205829.8,2.19,0.0129,0,1.0,1
32VVJCP0601P5ZK,0,none,38.16,32.63,0,33,40,87466825.93,105952804.63,0.0,0.018,0,1.0,0
27KYRWR0037I2Z1,0,none,38.85,35.39,0,33,45,95682374.34,101191925.66,0.0,0.0147,0,1.0,0
21GMRVO2737O7ZL,0,none,42.21,45.97,0,47,39,106313518.59,92998943.99,2.86,0.0153,0,1.0,1
23QVJOS9425E2Z2,0,none,22.84,31.34,0,33,42,83043799.68,110384150.66,0.0,0.0133,0,,0
06ZJTVK5155Z4ZR,0,none,27.66,46.42,0,45,37,111207662.53,91849895.45,4.22,0.0154,0,,0
36LZKDZ5600C2ZT,0,none,41.93,47.13,0,49,45,110122159.55,107053909.67,0.57,0.0136,0,1.0,1
27ZGRZQ1824H4Z4,0,none,38.120000000000005,32.49,0,43,43,87659542.31,109820592.29,0.0,0.0148,0,1.0,0
37GOCIV0192J8ZJ,0,none,29.93,43.39,0,50,30,119333033.01,65732212.92,16.31,0.0161,0,,0
02WSHUK8478X2Z7,0,none,25.09,39.96,0,38,44,100765954.83,98745157.33,0.41,0.0178,0,,0
18QOYSW4500I7Z7,0,none,37.81,30.82,0,39,45,89821165.94,87912084.27,0.43,0.0186,0,1.0,0
13QYOQN8293T9Z2,1,missing_returns,78.53,50.47,100,31,31,120161813.55,101693066.05,3.63,0.0185,1,1.0,1
33CIGIR1676B8ZX,0,none,37.05,28.2,0,33,44,88073796.91,124574509.2,0.0,0.013,0,1.0,0
12CMKSF5753N6ZP,0,none,35.019999999999996,20.06,0,27,44,64525004.34,103523908.86,0.0,0.0177,0,1.0,0
09IPJAA6582S5ZL,0,none,21.67,26.68,0,34,36,81842729.09,93639270.94,0.0,0.0133,0,,0
33HXWPL4341Z5ZU,0,none,29.03,52.35,0,45,39,123434660.67,103830262.83,3.78,0.0146,0,,0
36ALYTZ1564H6ZQ,1,fake_itc,36.379999999999995,25.52,0,38,37,83308777.79,97437533.6,0.0,0.0133,0,1.0,0
27KSBKI6206V7ZK,0,none,42.739999999999995,50.95,0,43,49,110181401.82,127220725.32,0.0,0.0158,0,1.0,1
27ULWSM4763D2ZL,0,none,23.97,35.88,0,44,43,92734796.3,99876745.58,0.0,0.014,0,,0
33NYNNK0790P9ZZ,0,none,36.93,27.7,0,38,34,82472422.21,86230671.6,0.0,0.0149,0,1.0,0
33CPWJY8921W7ZQ,0,none,39.69,37.26,0,41,36,103391199.74,96240049.03,1.49,0.0178,0,1.0,0
04XBNFT4235M9ZD,0,none,40.42,41.69,0,47,47,110193212.84,126564951.15,0.0,0.014,0,1.0,1
12ZYEDR6232Z5ZD,0,none,37.07,28.27,0,34,48,80981120.28,138389296.26,0.0,0.0164,0,1.0,0
12HMTWV0119O5Z8,0,none,40.269999999999996,35.76,0,39,30,95256141.76,75290797.62,5.3,0.014,0,1.0,1
15LUTGH6740R9ZY,0,none,45.129999999999995,53.04,0,49,33,117385924.2,85408770.94,7.49,0.0163,0,1.0,1
21OUBUZ8271M4ZU,1,circular_trading,21.6,26.4,0,36,66,76099768.0,171338341.87,0.0,0.0166,0,,0
33FHAXS6108O8Z6,0,none,36.08,24.31,0,34,39,76332500.52,116614809.08,0.0,0.0137,0,1.0,0
06HGRJG0588W2Z4,0,none,36.58,25.9,0,28,37,79667719.62,78047473.76,0.42,0.0159,0,1.0,0
21RTURG5145V5Z8,0,none,38.57,34.28,0,38,48,91283655.27,121385334.3,0.0,0.0148,0,1.0,0
17NEXRB9351P2ZR,0,none,38.739999999999995,34.98,0,38,46,99452510.19,120363650.21,0.0,0.0152,0,1.0,0
29CSPTJ2298U4Z2,1,circular_trading,40.2,40.33,0,38,44,104856654.46,102448734.37,0.47,0.0196,0,1.0,1
05ZZRMK8959Q9ZD,0,none,40.93,43.72,0,35,50,105568167.87,139138990.24,0.0,0.0134,0,1.0,1
01EEABN4300U9Z4,0,none,38.989999999999995,35.94,0,36,46,90548794.38,103621914.67,0.0,0.0175,0,1.0,0
07JUHXG5966C9ZD,0,none,39.760000000000005,39.04,0,39,43,95264216.65,128266106.99,0.0,0.0169,0,1.0,0
18QFIWP8701Y1Z3,0,none,47.55,60.68,0,50,40,130732234.52,88592799.58,9.51,0.0157,0,1.0,1
11YPLBA6496N5ZF,0,none,38.370000000000005,33.5,0,38,43,87827480.59,118015945.96,0.0,0.0148,0,1.0,0
10WSSXY9043M5Z4,0,none,42.25,48.69,0,41,45,116725776.62,114879059.95,0.32,0.0164,0,1.0,1
27FKFOJ7543O1Z7,0,none,38.47,33.9,0,36,52,100367463.57,142805400.18,0.0,0.016,0,1.0,0
21OMZRM6335F6Z3,1,missing_returns,39.25,36.98,0,38,39,95599163.65,99572824.4,0.0,0.015,0,1.0,0
20GACLS9495R3ZY,0,none,27.54,50.16,0,45,47,119209612.82,123702619.5,0.0,0.0124,0,,0
27YXJDB4339O8Z3,0,none,38.379999999999995,33.51,0,40,38,92882968.15,96354970.57,0.0,0.014,0,1.0,0
10KEBOU6107M3Z1,1,circular_trading,39.55,38.19,0,40,41,106163273.13,108332925.39,0.0,0.016,0,1.0,0
11NBBSZ8739D9ZW,0,none,37.6,30.39,0,32,42,86410745.43,93906795.93,0.0,0.0156,0,1.0,0
14UDVDV3870X1ZE,0,none,23.75,34.99,0,39,50,95498916.62,137701314.94,0.0,0.0135,0,,0
09YLFDW4115K5ZA,0,none,35.8,23.19,0,35,37,76203009.36,100895481.06,0.0,0.0196,0,1.0,0
32NEGLC9095Z6ZA,0,none,38.09,32.35,0,41,46,86312856.97,128711804.22,0.0,0.0158,0,1.0,0
21SYCOZ6881V2ZU,0,none,40.25,41.01,0,43,38,104283660.94,105530103.65,0.0,0.0136,0,1.0,1
12FVUBO1004K1ZA,0,none,39.29,36.29,0,37,34,97207562.47,93161112.49,0.87,0.0189,0,1.0,0
03WOISS2675N9ZN,1,fake_itc,36.8,27.2,0,31,36,83831613.29,93361204.59,0.0,0.0135,0,1.0,0
16TKTYU5148Z9ZF,0,none,40.010000000000005,40.05,0,43,44,107523622.29,134145917.05,0.0,0.0148,0,1.0,1
11BJOPF1429Z6Z2,1,fake_itc,75.22999999999999,40.91,100,43,40,104392590.86,126148160.31,0.0,0.0151,1,1.0,1
33XKBWZ4745H5ZT,1,sudden_spike,39.760000000000005,39.05,0,39,44,91796698.24,110740978.42,0.0,0.0167,0,1.0,0
29FXUQW4103O8ZR,0,none,46.019999999999996,60.37,0,42,40,126397144.03,106624902.89,3.71,0.0151,0,1.0,1
03JKFEV5537D1Z5,0,none,41.4,43.01,0,42,40,106918590.47,94724885.82,2.57,0.0111,0,1.0,1
36GYZMN3661Z5Z2,1,sudden_spike,44.95,51.57,0,46,33,119957027.37,84995372.08,8.23,0.0157,0,1.0,1
01KQXIX2969C3ZL,0,none,29.24,47.94,0,44,34,104962225.41,72322148.47,9.03,0.0178,0,,0
33ZAWTS0338F6ZQ,0,none,36.64,26.31,0,38,30,76192724.28,75318964.35,0.23,0.0158,0,1.0,0
10BVCLE1503X6ZB,0,none,40.480000000000004,41.93,0,38,42,105675225.19,112067511.52,0.0,0.0168,0,1.0,1
13HRFHS2812E1ZN,1,circular_trading,38.67,34.69,0,40,43,92830967.28,93905831.27,0.0,0.015,0,1.0,0
10BOQXY9368R6ZW,1,shell_company,42.21,41.05,0,40,31,102681669.02,73875577.14,7.8,0.0197,0,1.0,1
12KAKMY0059R1ZE,0,none,38.66,34.64,0,38,40,91470545.25,114593020.33,0.0,0.0176,0,1.0,0
23XZNSD8218J6ZO,1,fake_itc,36.86,27.44,0,36,47,82494505.1,109444673.23,0.0,0.0135,0,1.0,0
33WIAEJ0493E7ZL,0,none,39.489999999999995,34.65,0,42,36,100969766.67,86587779.43,3.32,0.0163,0,1.0,0
02QROUF2300Z1ZC,0,none,26.4,44.75,0,39,39,112938811.39,108360075.74,0.85,0.0165,0,,0
27YOKGA8134Z3ZA,0,none,21.49,25.97,0,34,47,85006151.55,128081227.95,0.0,0.0173,0,,0
15IWOUO3511X7ZT,0,none,24.37,37.49,0,37,45,100007730.06,115673238.06,0.0,0.016,0,,0
14RWUXD3504O1ZI,1,missing_returns,42.05,46.85,0,46,42,114205332.75,107027398.77,1.34,0.019,0,1.0,1
06FTAES1666C6Z7,0,none,21.34,25.37,0,39,39,85124931.61,98143377.23,0.0,0.0147,0,,0
22JCCCL5357K8Z4,0,none,23.66,34.66,0,41,45,92638097.45,114780103.43,0.0,0.0151,0,,0
02STUXM7680M3Z6,0,none,37.019999999999996,28.08,0,28,38,75051434.17,94103864.76,0.0,0.0149,0,1.0,0
36IBCNE7105T5Z8,1,fake_itc,20.74,22.96,0,33,32,70531931.87,82639667.09,0.0,0.0149,0,,0
22YBCHZ6798X2ZE,0,none,46.55,56.59,0,45,36,137135417.72,92642475.8,9.61,0.0164,0,1.0,1
01RTTDQ9271E3Z2,0,none,40.879999999999995,43.5,0,41,44,110707774.11,117854385.96,0.0,0.014,0,1.0,1
04GSBUD0302G1ZD,1,fake_itc,40.15,40.59,0,42,51,104657935.03,142339337.26,0.0,0.018,0,1.0,1
15LJXCN1001T2Z0,0,none,44.59,56.9,0,49,45,124482405.43,116017603.16,1.46,0.014,0,1.0,1
33YPYFY0295I2ZY,0,none,37.489999999999995,27.82,0,39,29,84747165.45,76535589.4,2.15,0.0149,0,1.0,0
07YKABK8949M8ZC,0,none,31.21,55.69,0,40,38,119573561.19,82063966.66,9.14,0.0163,0,,0
19NKJHH7264N7ZM,0,none,39.6,38.41,0,41,37,103923121.06,105973483.83,0.0,0.0123,0,1.0,0
14IHPEE8348C5ZJ,0,none,39.120000000000005,34.98,0,39,35,98167168.86,91365047.76,1.49,0.0137,0,1.0,0
32TYOIR1558B9Z5,0,none,19.36,17.43,0,29,46,64155059.78,127462824.24,0.0,0.018,0,,0
08SXSRO3258E5Z3,0,none,34.24,63.49,0,52,35,135986131.04,81265965.16,13.47,0.0163,0,,0
08GYYAR0736P7ZB,0,none,44.07,56.29,0,45,45,119543254.14,120101241.92,0.0,0.0182,0,1.0,1
24KRRMU4779X6ZM,0,none,45.760000000000005,53.28,0,39,31,107404493.73,72140763.63,9.78,0.0178,0,1.0,1
09KYPNZ0220K5ZX,0,none,39.760000000000005,39.06,0,42,40,102201713.84,102919441.49,0.0,0.0198,0,1.0,0
37VQYNV1317L7ZZ,1,missing_returns,33.64,14.54,0,29,35,59808548.08,86744960.28,0.0,0.0154,0,1.0,0
01LZDJS9239J1ZQ,0,none,44.55,58.18,0,45,46,122121363.46,124998150.7,0.0,0.015,0,1.0,1
32DUXFV4464D1ZB,0,none,38.04,32.15,0,33,35,84818478.91,88197881.5,0.0,0.0145,0,1.0,0
06DDJOC9213V5ZL,0,none,39.82,39.28,0,41,49,98052868.14,118792871.66,0.0,0.015,0,1.0,0
22QRBMQ1680Q7ZV,1,fake_itc,39.79,39.15,0,39,61,88693491.79,144937181.14,0.0,0.0161,0,1.0,0
19LRKFA2089U6ZJ,0,none,26.88,47.51,0,42,49,105122908.19,134186745.26,0.0,0.0151,0,,0
11QRBAD8113K8ZM,0,none,26.8,42.53,0,43,35,108602970.26,88089115.63,4.66,0.0188,0,,0
19RDXTN6099G2ZM,0,none,38.760000000000005,35.04,0,36,39,92176393.17,105162369.34,0.0,0.0159,0,1.0,0
27KXAQO6421L6ZN,0,none,43.71,50.29,0,44,37,119313519.71,97194525.66,4.55,0.0146,0,1.0,1
32LSENP0346Z4ZW,1,fake_itc,80.49,60.68,100,44,40,132229877.33,124158786.58,1.3,0.0135,1,1.0,1
12ZMCBZ0167D9ZK,0,none,27.14,41.94,0,36,34,103487702.48,77734308.2,6.63,0.0133,0,,0
05KJVVO8559W2Z5,0,none,42.82,44.88,0,45,39,117796477.34,89300178.45,6.38,0.0143,0,1.0,1
27KFLGD9999E3Z6,0,none,40.1,40.24,0,42,35,101581009.33,100895003.62,0.14,0.0167,0,1.0,1
05IZWOS6681L7ZD,0,none,45.22,57.52,0,46,43,127839376.0,109515740.54,3.35,0.0153,0,1.0,1
07JBKVQ7828D9ZD,0,none,20.1,20.39,0,24,41,71778589.03,109197101.77,0.0,0.0168,0,,0
32GMIWY7630V2ZO,1,shell_company,40.14,40.57,0,38,39,100491319.37,105903211.22,0.0,0.0147,0,1.0,1
10RFVMJ0770K5ZE,1,circular_trading,79.08,55.65,100,37,42,123387112.99,119440507.31,0.66,0.0188,1,1.0,1
24GCTRI2565M4ZU,0,none,40.82,39.36,0,37,35,98234265.42,82083305.4,3.94,0.0168,0,1.0,1
16UVAEZ6084E2ZJ,1,fake_itc,39.5,38.02,0,37,40,97581285.85,102090119.74,0.0,0.0137,0,1.0,0
23LYKNQ4552F7Z5,0,none,42.35,44.68,0,35,38,109038461.68,88215031.85,4.72,0.0184,0,1.0,1
06DQRAY6954R7ZW,0,none,20.92,22.75,0,36,31,77394952.05,73964559.59,0.93,0.0154,0,,0
19XSICC7319V6ZL,0,none,36.489999999999995,25.97,0,33,45,76907911.16,123410641.71,0.0,0.0144,0,1.0,0
03JAJUH2672A1ZA,1,shell_company,76.88,47.51,100,44,48,110142130.63,144225181.29,0.0,0.0143,1,1.0,1
10OTMHL4394G7ZW,0,none,25.19,35.42,0,35,32,94157005.33,74292976.78,5.35,0.0186,0,,0
02AGIFF5324F8Z2,0,none,41.22,44.03,0,49,36,107938990.02,103567664.7,0.84,0.0148,0,1.0,1
05OJIBJ4031Q3Z3,0,none,40.72,42.73,0,39,39,108277050.54,107380734.65,0.17,0.0157,0,1.0,1
33IHNWV7632V7ZP,0,none,31.01,50.56,0,47,35,117944793.3,70424524.49,13.5,0.0142,0,,0
37HFSUU3156H4ZQ,0,none,43.629999999999995,47.42,0,43,35,110710823.99,81697808.21,7.1,0.013,0,1.0,1
09WGNRR5103N3Z4,0,none,36.32,25.29,0,29,42,77753828.07,124615893.65,0.0,0.0169,0,1.0,0
36NWHGC0851W3ZH,0,none,43.92,49.64,0,45,36,113302994.46,87027399.78,6.04,0.0149,0,1.0,1
33NFQUJ4581H1ZC,0,none,46.34,55.6,0,47,31,130303493.85,87621785.68,9.74,0.0223,0,1.0,1
37BSFBA8817G8ZV,0,none,28.66,52.17,0,44,42,111459184.22,99204326.11,2.47,0.0189,0,,0
11PQVZO4896C5ZX,0,none,52.49,72.09,0,52,37,143979487.66,76054345.23,17.86,0.0146,0,1.0,1
08CFOJX2181V3ZC,0,none,36.18,24.72,0,31,43,73774329.22,106708949.04,0.0,0.0174,0,1.0,0
14FCHRS4766Z9ZB,0,none,43.53,50.76,0,44,35,118716552.82,101556921.81,3.38,0.0191,0,1.0,1
11SXOHT9180V8Z2,0,none,38.760000000000005,34.98,0,38,36,88989244.64,88720360.12,0.06,0.0099,0,1.0,0
10FIENU3015I7ZZ,0,none,36.9,27.62,0,36,39,86650366.14,90022833.03,0.0,0.0178,0,1.0,0
27XEFND7003S2ZN,0,none,39.19,36.75,0,39,39,97293250.08,101372369.07,0.0,0.0157,0,1.0,0
14MBRRL4908E8ZW,0,none,37.980000000000004,31.92,0,40,44,84415033.53,125592755.38,0.0,0.0178,0,1.0,0
21JBYEG5781A4ZR,0,none,37.79,31.16,0,42,36,91429191.63,103688732.07,0.0,0.0173,0,1.0,0
29PTZUC7961B6ZD,0,none,43.44,46.21,0,42,35,117017067.36,84927699.39,7.56,0.0164,0,1.0,1
36OSYVM6484T3ZQ,0,none,39.19,36.77,0,36,42,95438206.81,119583967.22,0.0,0.013,0,1.0,0
33XERQI8015Z6ZY,0,none,36.25,25.01,0,30,47,70854963.79,125798900.6,0.0,0.0189,0,1.0,0
17SDGGE5970C2ZD,0,none,36.57,26.29,0,33,36,75782889.75,83423501.11,0.0,0.0149,0,1.0,0
23JRKXP6884B8ZS,0,none,33.42,13.66,0,23,35,61019451.31,96540401.01,0.0,0.026,0,1.0,0
04PQGJP7811F3Z5,0,none,33.42,68.69,0,52,49,148745776.16,119041641.31,4.99,0.017,0,,0
06EJHDJ3385U7ZM,1,fake_itc,42.230000000000004,40.98,0,40,35,106386164.54,76180924.33,7.93,0.0162,0,1.0,1
07FHHWV3845K1ZR,0,none,37.16,28.63,0,29,47,79461267.34,119793093.55,0.0,0.0161,0,1.0,0
20RTRBT3742W3ZZ,0,none,37.129999999999995,28.52,0,35,36,77388039.33,112435853.94,0.0,0.0125,0,1.0,0
20TKGLM3195A7ZF,0,none,34.83,19.32,0,28,34,67356256.24,83092103.42,0.0,0.0185,0,1.0,0
05AJSEP1389N4ZC,0,none,41.97,47.9,0,51,40,113698746.41,120060422.52,0.0,0.016,0,1.0,1
19KLMSE4876F1Z1,0,none,29.98,57.44,0,46,42,127099851.42,113078654.92,2.48,0.0144,0,,0
01QOCFC6702R4ZK,1,missing_returns,44.64,56.27,0,43,48,126272061.13,113412606.48,2.27,0.0137,0,1.0,1
32EBTNX1314N9Z5,0,none,39.83,36.5,0,35,34,94458523.96,82738807.9,2.83,0.0183,0,1.0,0
04NGNKZ7860M3Z6,1,shell_company,40.1,40.14,0,38,37,105543188.44,104072959.25,0.28,0.0144,0,1.0,1
11NUYQH8771N3ZN,0,none,23.34,33.38,0,39,41,94248016.17,100234499.63,0.0,0.0177,0,,0
37LDBEH0265Z2ZS,0,none,43.769999999999996,49.76,0,42,37,115255629.3,91046020.34,5.32,0.0173,0,1.0,1
23WCWLV4692W9ZG,0,none,42.07,42.96,0,40,39,107295512.3,84823788.02,5.3,0.0182,0,1.0,1
01BWKAR1009X3Z8,1,shell_company,35.82,23.28,0,26,37,75559428.53,93510803.08,0.0,0.0164,0,1.0,0
01IBVHX8503W3Z0,0,none,38.489999999999995,32.75,0,40,33,94356641.4,89043681.72,1.19,0.0202,0,1.0,0
02LNLVT9815G9ZY,0,none,37.89,31.58,0,36,37,91585985.85,93024124.65,0.0,0.0156,0,1.0,0
03NQWZX7714H7Z9,0,none,20.77,23.08,0,37,32,70712574.7,84928098.38,0.0,0.0166,0,,0
05RUFFP0559L3Z3,0,none,37.67,30.69,0,32,42,83923853.15,110387991.98,0.0,0.0178,0,1.0,0
24YAYMK6463S3ZA,0,none,44.239999999999995,44.77,0,41,34,110158986.51,68425046.77,12.2,0.0144,0,1.0,1
27BDPYD9635S9ZP,1,fake_itc,23.57,34.27,0,39,45,96693201.65,108949028.75,0.0,0.0135,0,,0
01ZVDKJ9331L2ZI,0,none,39.8,39.19,0,38,38,98228890.98,102152207.42,0.0,0.0168,0,1.0,0
19XEIPR6042E1Z2,0,none,41.61,42.31,0,41,35,103474013.15,85803664.5,4.12,0.0182,0,1.0,1
14PZBLQ4555J8ZQ,0,none,33.67,63.52,0,48,35,135096635.81,86682685.08,11.17,0.0159,0,,0
09BNUUW1424U6ZN,0,none,45.05,50.93,0,44,37,121416386.12,82977304.37,9.26,0.012,0,1.0,1
13HPAHA6653A6ZK,0,none,40.42,41.67,0,37,62,103917280.0,162034125.65,0.0,0.0148,0,1.0,1
02KHPBV1525Y4ZA,1,shell_company,26.41,42.99,0,42,38,114050312.66,100681982.78,2.66,0.0139,0,,0
22VOQTG8954H1ZJ,0,none,42.480000000000004,46.5,0,46,40,120616097.38,103084408.09,3.4,0.019,0,1.0,1
02RSTKP8560L7ZS,0,none,35.9,23.59,0,27,48,71160226.74,120367401.4,0.0,0.0169,0,1.0,0
15ZRXHL0799U2Z7,0,none,43.07,51.65,0,47,50,122636379.47,118871679.06,0.63,0.0135,0,1.0,1
01CTLXD2939E1ZZ,0,none,46.25,57.16,0,47,42,129551495.17,93039663.97,7.85,0.0183,0,1.0,1
36YVJHB1719T7Z4,0,none,41.519999999999996,46.08,0,40,48,104247745.1,113838741.04,0.0,0.0138,0,1.0,1
33EPIFQ6404P7ZT,0,none,36.510000000000005,26.05,0,36,39,84696137.17,101082274.83,0.0,0.0151,0,1.0,0
20LEWVN3401K6ZN,0,none,37.260000000000005,29.04,0,32,46,79651740.02,103415921.82,0.0,0.0154,0,1.0,0
02AGDEC8972Y3Z3,0,none,38.97,35.87,0,39,46,87731400.34,122902280.93,0.0,0.0146,0,1.0,0
18TQOSI3161L3ZU,0,none,28.83,55.32,0,47,42,124151046.35,130174391.62,0.0,0.0163,0,,0
12PLBXN6352O5ZR,0,none,39.84,38.93,0,39,43,101109188.23,99007043.59,0.42,0.0154,0,1.0,0
27DLNTT1743J8ZM,0,none,26.01,42.6,0,38,40,98880235.18,92216597.89,1.45,0.017,0,,0
11GNAFN4802U9ZL,0,none,42.769999999999996,48.53,0,44,42,109377855.02,96921669.7,2.57,0.014,0,1.0,1
06VOJEO1251V2ZU,1,circular_trading,40.42,38.84,0,36,32,100097262.56,87621813.96,2.85,0.0184,0,1.0,1
32RYSMU5151N8ZM,1,circular_trading,43.239999999999995,51.4,0,52,46,119154634.1,110497105.79,1.57,0.0176,0,1.0,1
16LJEVP0323S5ZY,0,none,37.71,30.83,0,34,51,88032296.83,134334390.56,0.0,0.019,0,1.0,0
